Project 4, CS420,,
 Artificial, Neural Nets,,
Completed by:, Ksenia Burova,,
,,,
,,,
Epoch #, RMSE,,
0,0.353489316,,
1,0.353519156,,
2,0.353521947,,
3,0.353521383,,
4,0.353520365,,
5,0.353519235,,
6,0.35351803,,
7,0.353516752,,
8,0.353515399,,
9,0.353513965,,
10,0.35351245,,
11,0.353510848,,
12,0.353509156,,
13,0.353507371,,
14,0.353505489,,
15,0.353503508,,
16,0.353501422,,
17,0.353499229,,
18,0.353496924,,
19,0.353494505,,
20,0.353491968,,
21,0.353489309,,
22,0.353486525,,
23,0.353483611,,
24,0.353480566,,
25,0.353477385,,
26,0.353474065,,
27,0.353470604,,
28,0.353466999,,
29,0.353463247,,
30,0.353459346,,
31,0.353455295,,
32,0.353451091,,
33,0.353446734,,
34,0.353442223,,
35,0.353437559,,
36,0.353432742,,
37,0.353427773,,
38,0.353422655,,
39,0.353417391,,
40,0.353411985,,
41,0.353406441,,
42,0.353400766,,
43,0.353394967,,
44,0.353389053,,
45,0.353383033,,
46,0.353376919,,
47,0.353370722,,
48,0.353364457,,
49,0.353358139,,
50,0.353351786,,
51,0.353345415,,
52,0.353339046,,
53,0.353332701,,
54,0.353326402,,
55,0.353320173,,
56,0.35331404,,
57,0.353308029,,
58,0.353302167,,
59,0.353296481,,
60,0.353291002,,
61,0.353285757,,
62,0.353280776,,
63,0.353276089,,
64,0.353271724,,
65,0.353267709,,
66,0.353264074,,
67,0.353260843,,
68,0.353258044,,
69,0.353255699,,
70,0.353253832,,
71,0.353252461,,
72,0.353251605,,
73,0.353251281,,
74,0.353251499,,
75,0.353252272,,
76,0.353253606,,
77,0.353255505,,
78,0.35325797,,
79,0.353260999,,
80,0.353264585,,
81,0.353268721,,
82,0.353273394,,
83,0.353278586,,
84,0.353284279,,
85,0.353290448,,
86,0.353297068,,
87,0.353304107,,
88,0.353311532,,
89,0.353319304,,
90,0.353327383,,
91,0.353335723,,
92,0.353344277,,
93,0.353352991,,
94,0.353361811,,
95,0.353370678,,
96,0.35337953,,
97,0.3533883,,
98,0.353396921,,
99,0.353405318,,
100,0.353413418,,
101,0.35342114,,
102,0.353428403,,
103,0.35343512,,
104,0.353441205,,
105,0.353446563,,
106,0.353451102,,
107,0.353454722,,
108,0.353457322,,
109,0.353458798,,
110,0.353459042,,
111,0.353457943,,
112,0.353455386,,
113,0.353451252,,
114,0.353445421,,
115,0.353437767,,
116,0.353428158,,
117,0.353416461,,
118,0.353402536,,
119,0.353386238,,
120,0.353367417,,
121,0.353345915,,
122,0.353321567,,
123,0.353294201,,
124,0.353263635,,
125,0.353229676,,
126,0.353192123,,
127,0.353150757,,
128,0.353105348,,
129,0.353055648,,
130,0.353001392,,
131,0.352942291,,
132,0.352878035,,
133,0.352808286,,
134,0.352732677,,
135,0.352650807,,
136,0.352562236,,
137,0.352466484,,
138,0.352363021,,
139,0.352251267,,
140,0.352130583,,
141,0.352000265,,
142,0.351859538,,
143,0.351707548,,
144,0.351543356,,
145,0.351365928,,
146,0.351174129,,
147,0.350966715,,
148,0.350742322,,
149,0.350499462,,
150,0.350236513,,
151,0.349951716,,
152,0.349643171,,
153,0.349308829,,
154,0.348946501,,
155,0.348553857,,
156,0.348128439,,
157,0.347667672,,
158,0.347168888,,
159,0.346629356,,
160,0.346046319,,
161,0.345417042,,
162,0.344738872,,
163,0.344009302,,
164,0.343226054,,
165,0.342387161,,
166,0.341491055,,
167,0.340536668,,
168,0.339523515,,
169,0.338451777,,
170,0.337322374,,
171,0.336137003,,
172,0.334898166,,
173,0.333609156,,
174,0.332274006,,
175,0.330897413,,
176,0.329484609,,
177,0.328041219,,
178,0.326573078,,
179,0.325086037,,
180,0.323585756,,
181,0.3220775,,
182,0.320565929,,
183,0.319054913,,
184,0.317547345,,
185,0.316044977,,
186,0.314548256,,
187,0.313056171,,
188,0.31156609,,
189,0.31007358,,
190,0.308572208,,
191,0.307053305,,
192,0.305505691,,
193,0.303915352,,
194,0.302265081,,
195,0.300534097,,
196,0.298697655,,
197,0.296726698,,
198,0.294587595,,
199,0.292241996,,
200,0.289646847,,
201,0.286754579,,
202,0.283513515,,
203,0.279868622,,
204,0.27576292,,
205,0.271140116,,
206,0.265949127,,
207,0.260150987,,
208,0.253727845,,
209,0.246692541,,
210,0.239095993,,
211,0.231029301,,
212,0.222618522,,
213,0.214012537,,
214,0.205366884,,
215,0.196827712,,
216,0.188519439,,
217,0.180537932,,
218,0.172949066,,
219,0.165791279,,
220,0.159080338,,
221,0.152814798,,
222,0.146981149,,
223,0.141558133,,
224,0.136520091,,
225,0.131839391,,
226,0.127488096,,
227,0.123439042,,
228,0.119666483,,
229,0.116146442,,
230,0.11285685,,
231,0.109777565,,
232,0.106890301,,
233,0.104178524,,
234,0.101627309,,
235,0.099223209,,
236,0.096954105,,
237,0.094809079,,
238,0.092778287,,
239,0.090852843,,
240,0.089024721,,
241,0.087286656,,
242,0.085632069,,
243,0.084054987,,
244,0.08254998,,
245,0.081112106,,
246,0.079736858,,
247,0.078420117,,
248,0.077158115,,
249,0.075947399,,
250,0.074784799,,
251,0.073667399,,
252,0.072592515,,
253,0.071557671,,
254,0.07056058,,
255,0.069599128,,
256,0.068671355,,
257,0.067775443,,
258,0.066909706,,
259,0.066072571,,
260,0.065262579,,
261,0.064478367,,
262,0.063718662,,
263,0.062982275,,
264,0.062268095,,
265,0.061575079,,
266,0.060902253,,
267,0.060248698,,
268,0.059613554,,
269,0.058996012,,
270,0.058395309,,
271,0.057810728,,
272,0.05724159,,
273,0.056687258,,
274,0.056147128,,
275,0.055620629,,
276,0.055107221,,
277,0.054606393,,
278,0.054117661,,
279,0.053640566,,
280,0.053174671,,
281,0.052719562,,
282,0.052274847,,
283,0.051840151,,
284,0.051415119,,
285,0.05099941,,
286,0.050592703,,
287,0.05019469,,
288,0.049805077,,
289,0.049423584,,
290,0.049049942,,
291,0.048683897,,
292,0.048325205,,
293,0.04797363,,
294,0.047628949,,
295,0.047290949,,
296,0.046959424,,
297,0.046634176,,
298,0.046315018,,
299,0.046001768,,
300,0.045694253,,
301,0.045392306,,
302,0.045095767,,
303,0.044804482,,
304,0.044518302,,
305,0.044237086,,
306,0.043960696,,
307,0.043689,,
308,0.043421873,,
309,0.04315919,,
310,0.042900835,,
311,0.042646694,,
312,0.042396657,,
313,0.042150618,,
314,0.041908476,,
315,0.041670132,,
316,0.041435491,,
317,0.041204461,,
318,0.040976954,,
319,0.040752883,,
320,0.040532166,,
321,0.040314722,,
322,0.040100474,,
323,0.039889347,,
324,0.039681268,,
325,0.039476167,,
326,0.039273975,,
327,0.039074626,,
328,0.038878057,,
329,0.038684205,,
330,0.038493011,,
331,0.038304415,,
332,0.038118361,,
333,0.037934795,,
334,0.037753663,,
335,0.037574913,,
336,0.037398495,,
337,0.037224361,,
338,0.037052462,,
339,0.036882753,,
340,0.036715189,,
341,0.036549727,,
342,0.036386324,,
343,0.036224939,,
344,0.036065532,,
345,0.035908064,,
346,0.035752497,,
347,0.035598795,,
348,0.035446921,,
349,0.03529684,,
350,0.035148519,,
351,0.035001924,,
352,0.034857023,,
353,0.034713784,,
354,0.034572178,,
355,0.034432173,,
356,0.03429374,,
357,0.034156852,,
358,0.034021481,,
359,0.033887599,,
360,0.03375518,,
361,0.033624199,,
362,0.033494629,,
363,0.033366448,,
364,0.03323963,,
365,0.033114153,,
366,0.032989993,,
367,0.032867128,,
368,0.032745537,,
369,0.032625198,,
370,0.03250609,,
371,0.032388194,,
372,0.032271489,,
373,0.032155955,,
374,0.032041575,,
375,0.031928328,,
376,0.031816198,,
377,0.031705166,,
378,0.031595215,,
379,0.031486328,,
380,0.031378489,,
381,0.03127168,,
382,0.031165887,,
383,0.031061094,,
384,0.030957285,,
385,0.030854445,,
386,0.03075256,,
387,0.030651615,,
388,0.030551597,,
389,0.030452492,,
390,0.030354286,,
391,0.030256966,,
392,0.030160519,,
393,0.030064933,,
394,0.029970195,,
395,0.029876292,,
396,0.029783214,,
397,0.029690948,,
398,0.029599482,,
399,0.029508806,,
400,0.029418909,,
401,0.02932978,,
402,0.029241407,,
403,0.029153782,,
404,0.029066892,,
405,0.02898073,,
406,0.028895284,,
407,0.028810544,,
408,0.028726503,,
409,0.02864315,,
410,0.028560475,,
411,0.028478471,,
412,0.028397128,,
413,0.028316438,,
414,0.028236393,,
415,0.028156983,,
416,0.0280782,,
417,0.028000038,,
418,0.027922487,,
419,0.02784554,,
420,0.02776919,,
421,0.027693428,,
422,0.027618248,,
423,0.027543642,,
424,0.027469604,,
425,0.027396126,,
426,0.0273232,,
427,0.027250822,,
428,0.027178983,,
429,0.027107678,,
430,0.0270369,,
431,0.026966642,,
432,0.026896899,,
433,0.026827664,,
434,0.026758932,,
435,0.026690696,,
436,0.02662295,,
437,0.026555689,,
438,0.026488908,,
439,0.0264226,,
440,0.026356761,,
441,0.026291384,,
442,0.026226465,,
443,0.026161998,,
444,0.026097978,,
445,0.026034401,,
446,0.025971261,,
447,0.025908553,,
448,0.025846273,,
449,0.025784416,,
450,0.025722977,,
451,0.025661951,,
452,0.025601335,,
453,0.025541123,,
454,0.025481312,,
455,0.025421896,,
456,0.025362872,,
457,0.025304235,,
458,0.025245982,,
459,0.025188107,,
