Project 4, CS420,,
 Artificial, Neural Nets,,
Completed by:, Ksenia Burova,,
,,,
,,,
Epoch #, RMSE,,
0,0.353813688,,
1,0.35365199,,
2,0.353630452,,
3,0.353627673,,
4,0.353627678,,
5,0.353628104,,
6,0.353628593,,
7,0.35362909,,
8,0.353629588,,
9,0.353630086,,
10,0.353630583,,
11,0.353631078,,
12,0.353631573,,
13,0.353632067,,
14,0.35363256,,
15,0.353633052,,
16,0.353633543,,
17,0.353634033,,
18,0.353634523,,
19,0.353635011,,
20,0.353635498,,
21,0.353635984,,
22,0.35363647,,
23,0.353636954,,
24,0.353637437,,
25,0.35363792,,
26,0.353638401,,
27,0.353638882,,
28,0.353639361,,
29,0.353639839,,
30,0.353640317,,
31,0.353640793,,
32,0.353641268,,
33,0.353641742,,
34,0.353642216,,
35,0.353642688,,
36,0.353643159,,
37,0.353643629,,
38,0.353644098,,
39,0.353644566,,
40,0.353645033,,
41,0.353645499,,
42,0.353645963,,
43,0.353646427,,
44,0.35364689,,
45,0.353647351,,
46,0.353647812,,
47,0.353648271,,
48,0.353648729,,
49,0.353649186,,
50,0.353649642,,
51,0.353650097,,
52,0.353650551,,
53,0.353651004,,
54,0.353651456,,
55,0.353651906,,
56,0.353652355,,
57,0.353652804,,
58,0.353653251,,
59,0.353653697,,
60,0.353654142,,
61,0.353654586,,
62,0.353655028,,
63,0.35365547,,
64,0.35365591,,
65,0.353656349,,
66,0.353656787,,
67,0.353657224,,
68,0.35365766,,
69,0.353658095,,
70,0.353658528,,
71,0.353658961,,
72,0.353659392,,
73,0.353659822,,
74,0.353660251,,
75,0.353660679,,
76,0.353661105,,
77,0.353661531,,
78,0.353661955,,
79,0.353662378,,
80,0.3536628,,
81,0.353663221,,
82,0.35366364,,
83,0.353664059,,
84,0.353664476,,
85,0.353664892,,
86,0.353665307,,
87,0.353665721,,
88,0.353666134,,
89,0.353666545,,
90,0.353666955,,
91,0.353667364,,
92,0.353667772,,
93,0.353668179,,
94,0.353668585,,
95,0.353668989,,
96,0.353669392,,
97,0.353669794,,
98,0.353670195,,
99,0.353670595,,
100,0.353670994,,
101,0.353671391,,
102,0.353671787,,
103,0.353672182,,
104,0.353672576,,
105,0.353672969,,
106,0.35367336,,
107,0.353673751,,
108,0.35367414,,
109,0.353674528,,
110,0.353674915,,
111,0.3536753,,
112,0.353675685,,
113,0.353676068,,
114,0.35367645,,
115,0.353676831,,
116,0.353677211,,
117,0.35367759,,
118,0.353677967,,
119,0.353678344,,
120,0.353678719,,
121,0.353679093,,
122,0.353679466,,
123,0.353679838,,
124,0.353680208,,
125,0.353680577,,
126,0.353680946,,
127,0.353681313,,
128,0.353681679,,
129,0.353682044,,
130,0.353682407,,
131,0.35368277,,
132,0.353683131,,
133,0.353683491,,
134,0.35368385,,
135,0.353684208,,
136,0.353684565,,
137,0.353684921,,
138,0.353685275,,
139,0.353685628,,
140,0.353685981,,
141,0.353686332,,
142,0.353686682,,
143,0.35368703,,
144,0.353687378,,
145,0.353687725,,
146,0.35368807,,
147,0.353688415,,
148,0.353688758,,
149,0.3536891,,
150,0.353689441,,
151,0.353689781,,
152,0.353690119,,
153,0.353690457,,
154,0.353690794,,
155,0.353691129,,
156,0.353691463,,
157,0.353691797,,
158,0.353692129,,
159,0.35369246,,
160,0.35369279,,
161,0.353693118,,
162,0.353693446,,
163,0.353693773,,
164,0.353694098,,
165,0.353694423,,
166,0.353694746,,
167,0.353695069,,
168,0.35369539,,
169,0.35369571,,
170,0.353696029,,
171,0.353696347,,
172,0.353696664,,
173,0.35369698,,
174,0.353697295,,
175,0.353697609,,
176,0.353697921,,
177,0.353698233,,
178,0.353698544,,
179,0.353698853,,
180,0.353699162,,
181,0.353699469,,
182,0.353699776,,
183,0.353700081,,
184,0.353700385,,
185,0.353700689,,
186,0.353700991,,
187,0.353701292,,
188,0.353701593,,
189,0.353701892,,
190,0.35370219,,
191,0.353702487,,
192,0.353702783,,
193,0.353703078,,
194,0.353703373,,
195,0.353703666,,
196,0.353703958,,
197,0.353704249,,
198,0.353704539,,
199,0.353704828,,
200,0.353705116,,
201,0.353705403,,
202,0.35370569,,
203,0.353705975,,
204,0.353706259,,
205,0.353706542,,
206,0.353706824,,
207,0.353707106,,
208,0.353707386,,
209,0.353707665,,
210,0.353707944,,
211,0.353708221,,
212,0.353708497,,
213,0.353708773,,
214,0.353709047,,
215,0.353709321,,
216,0.353709594,,
217,0.353709865,,
218,0.353710136,,
219,0.353710406,,
220,0.353710675,,
221,0.353710943,,
222,0.35371121,,
223,0.353711476,,
224,0.353711741,,
225,0.353712005,,
226,0.353712268,,
227,0.353712531,,
228,0.353712792,,
229,0.353713053,,
230,0.353713312,,
231,0.353713571,,
232,0.353713829,,
233,0.353714086,,
234,0.353714342,,
235,0.353714597,,
236,0.353714851,,
237,0.353715105,,
238,0.353715357,,
239,0.353715609,,
240,0.353715859,,
241,0.353716109,,
242,0.353716358,,
243,0.353716606,,
244,0.353716854,,
245,0.3537171,,
246,0.353717345,,
247,0.35371759,,
248,0.353717834,,
249,0.353718077,,
250,0.353718319,,
251,0.35371856,,
252,0.353718801,,
253,0.35371904,,
254,0.353719279,,
255,0.353719517,,
256,0.353719754,,
257,0.35371999,,
258,0.353720225,,
259,0.35372046,,
260,0.353720694,,
261,0.353720927,,
262,0.353721159,,
263,0.35372139,,
264,0.353721621,,
265,0.35372185,,
266,0.353722079,,
267,0.353722307,,
268,0.353722534,,
269,0.353722761,,
270,0.353722987,,
271,0.353723212,,
272,0.353723436,,
273,0.353723659,,
274,0.353723882,,
275,0.353724103,,
276,0.353724324,,
277,0.353724545,,
278,0.353724764,,
279,0.353724983,,
280,0.353725201,,
281,0.353725418,,
282,0.353725634,,
283,0.35372585,,
284,0.353726065,,
285,0.353726279,,
286,0.353726492,,
287,0.353726705,,
288,0.353726917,,
289,0.353727128,,
290,0.353727338,,
291,0.353727548,,
292,0.353727757,,
293,0.353727965,,
294,0.353728173,,
295,0.353728379,,
296,0.353728585,,
297,0.353728791,,
298,0.353728995,,
299,0.353729199,,
300,0.353729403,,
301,0.353729605,,
302,0.353729807,,
303,0.353730008,,
304,0.353730208,,
305,0.353730408,,
306,0.353730607,,
307,0.353730805,,
308,0.353731003,,
309,0.3537312,,
310,0.353731396,,
311,0.353731592,,
312,0.353731786,,
313,0.353731981,,
314,0.353732174,,
315,0.353732367,,
316,0.353732559,,
317,0.353732751,,
318,0.353732942,,
319,0.353733132,,
320,0.353733321,,
321,0.35373351,,
322,0.353733698,,
323,0.353733886,,
324,0.353734073,,
325,0.353734259,,
326,0.353734445,,
327,0.35373463,,
328,0.353734814,,
329,0.353734998,,
330,0.353735181,,
331,0.353735363,,
332,0.353735545,,
333,0.353735726,,
334,0.353735907,,
335,0.353736087,,
336,0.353736266,,
337,0.353736445,,
338,0.353736623,,
339,0.3537368,,
340,0.353736977,,
341,0.353737154,,
342,0.353737329,,
343,0.353737504,,
344,0.353737679,,
345,0.353737853,,
346,0.353738026,,
347,0.353738199,,
348,0.353738371,,
349,0.353738542,,
350,0.353738713,,
351,0.353738883,,
352,0.353739053,,
353,0.353739222,,
354,0.353739391,,
355,0.353739559,,
356,0.353739726,,
357,0.353739893,,
358,0.353740059,,
359,0.353740225,,
360,0.35374039,,
361,0.353740555,,
362,0.353740719,,
363,0.353740882,,
364,0.353741045,,
365,0.353741208,,
366,0.353741369,,
367,0.353741531,,
368,0.353741691,,
369,0.353741852,,
370,0.353742011,,
371,0.35374217,,
372,0.353742329,,
373,0.353742487,,
374,0.353742644,,
375,0.353742801,,
376,0.353742958,,
377,0.353743114,,
378,0.353743269,,
379,0.353743424,,
380,0.353743578,,
381,0.353743732,,
382,0.353743885,,
383,0.353744038,,
384,0.35374419,,
385,0.353744342,,
386,0.353744493,,
387,0.353744644,,
388,0.353744794,,
389,0.353744944,,
390,0.353745093,,
391,0.353745242,,
392,0.35374539,,
393,0.353745538,,
394,0.353745685,,
395,0.353745832,,
396,0.353745978,,
397,0.353746124,,
398,0.353746269,,
399,0.353746414,,
400,0.353746558,,
401,0.353746702,,
402,0.353746846,,
403,0.353746989,,
404,0.353747131,,
405,0.353747273,,
406,0.353747414,,
407,0.353747555,,
408,0.353747696,,
409,0.353747836,,
410,0.353747976,,
411,0.353748115,,
412,0.353748253,,
413,0.353748392,,
414,0.353748529,,
415,0.353748667,,
416,0.353748804,,
417,0.35374894,,
418,0.353749076,,
419,0.353749212,,
420,0.353749347,,
421,0.353749481,,
422,0.353749615,,
423,0.353749749,,
424,0.353749883,,
425,0.353750015,,
426,0.353750148,,
427,0.35375028,,
428,0.353750411,,
429,0.353750543,,
430,0.353750673,,
431,0.353750804,,
432,0.353750933,,
433,0.353751063,,
434,0.353751192,,
435,0.353751321,,
436,0.353751449,,
437,0.353751577,,
438,0.353751704,,
439,0.353751831,,
440,0.353751957,,
441,0.353752083,,
442,0.353752209,,
443,0.353752335,,
444,0.353752459,,
445,0.353752584,,
446,0.353752708,,
447,0.353752832,,
448,0.353752955,,
449,0.353753078,,
450,0.3537532,,
451,0.353753323,,
452,0.353753444,,
453,0.353753566,,
454,0.353753687,,
455,0.353753807,,
456,0.353753927,,
457,0.353754047,,
458,0.353754167,,
459,0.353754286,,
