Project 4, CS420
 Artificial, Neural Nets
Completed by:, Ksenia Burova


Epoch #, RMSE
0,0.35376419221608607
1,0.3536729172217019
2,0.35360897483800324
3,0.35358368507847404
4,0.3536030061877279
5,0.3536614038995425
6,0.3537461083041775
7,0.35384461451354615
8,0.353949095172703
9,0.3540570006535487
10,0.3541698845325565
11,0.3542920843764195
12,0.35442965077711513
13,0.35458868503138624
14,0.3547696864515373
15,0.3549449647081296
16,0.35496809372495636
17,0.35424728320033544
18,0.35112974254426593
19,0.34438490126216004
20,0.33684167301299006
21,0.3307404323332486
22,0.3254679726786308
23,0.31946891655032195
24,0.3089823208981506
25,0.2789749773490308
26,0.21734406488920452
27,0.15564172792816636
28,0.11594629933762485
29,0.09271574759724475
30,0.07812821793496873
31,0.06819135559070429
32,0.060974100116422465
33,0.055473199313230165
34,0.051124161012991415
35,0.04758669190731071
36,0.044643682385183146
37,0.04215003869892687
38,0.040005013939388795
39,0.0381363837001474
40,0.036490954507476345
41,0.03502863471562566
42,0.03371859920054459
43,0.03253673223086563
44,0.03146387684734983
45,0.03048460813369835
46,0.029586355652980696
47,0.028758763981844696
48,0.0279932189648862
49,0.027282491460231206
50,0.026620465785083373
51,0.0260019301551573
52,0.025422413131461246
53,0.024878054646231343
54,0.024365503323463177
55,0.023881834010583157
56,0.02342448100066192
57,0.022991183548710055
58,0.022579941103929926
59,0.0221889762822156
60,0.021816704051302496
61,0.021461705937558473
62,0.021122708318550655
63,0.02079856406058967
64,0.020488236910790603
65,0.02019078816994435
66,0.01990536526381474
67,0.019631191902388906
68,0.019367559573601242
69,0.019113820163501768
70,0.018869379531280497
71,0.018633691896956833
72,0.018406254923359962
73,0.01818660539344259
74,0.017974315399849575
75,0.017768988976731417
76,0.017570259114576155
77,0.017377785107779882
78,0.01719125019212317
79,0.017010359435543847
80,0.016834837850817942
81,0.016664428703152556
82,0.016498891989408872
83,0.016338003068813025
84,0.016181551427689504
85,0.01602933956302747
86,0.015881181971638236
87,0.01573690423333399
88,0.015596342177991374
89,0.015459341127602198
90,0.015325755205482577
91,0.015195446705738256
92,0.015068285516886857
93,0.014944148594239043
94,0.014822919476250715
95,0.014704487840589598
96,0.014588749096130872
97,0.014475604007501414
98,0.014364958349157467
99,0.014256722586294984
100,0.01415081158017239
101,0.014047144315675941
102,0.013945643649173542
103,0.013846236074900624
104,0.013748851508293016
105,0.013653423084836505
106,0.013559886973139682
107,0.013468182201059544
108,0.013378250493818793
109,0.013290036123151123
110,0.013203485766600818
111,0.01311854837617965
112,0.013035175055655835
113,0.012953318945815244
114,0.012872935117089429
115,0.012793980469002087
116,0.012716413635925431
117,0.012640194898688324
118,0.012565286101610779
119,0.012491650574576237
120,0.012419253059785775
121,0.012348059642865353
122,0.01227803768802471
123,0.012209155776989795
124,0.012141383651452214
125,0.012074692158800065
126,0.012009053200910528
127,0.011944439685804156
128,0.011880825481972751
129,0.011818185375208984
130,0.011756495027777572
131,0.01169573093977964
132,0.011635870412572854
133,0.011576891514119215
134,0.011518773046142168
135,0.01146149451298229
136,0.011405036092049868
137,0.011349378605777302
138,0.011294503494983291
139,0.011240392793565595
140,0.01118702910444471
141,0.011134395576686745
142,0.011082475883736904
143,0.011031254202701396
144,0.010980715194618844
145,0.010930843985664985
146,0.010881626149239789
147,0.010833047688888696
148,0.010785095022011904
149,0.010737754964319463
150,0.010691014714992559
151,0.010644861842512718
152,0.01059928427112479
153,0.010554270267899457
154,0.010509808430364717
155,0.0104658876746776
156,0.010422497224307298
157,0.010379626599204834
158,0.010337265605434043
159,0.010295404325242405
160,0.010254033107547012
161,0.010213142558818483
162,0.010172723534341213
163,0.010132767129832944
164,0.01009326467340557
165,0.010054207717851406
166,0.010015588033239294
167,0.009977397599806108
168,0.009939628601129414
169,0.009902273417569486
170,0.009865324619965771
171,0.009828774963579898
172,0.009792617382269867
173,0.009756844982888415
174,0.009721451039893624
175,0.009686428990162773
176,0.009651772428000525
177,0.009617475100333346
178,0.009583530902081002
179,0.009549933871698427
180,0.009516678186879913
181,0.009483758160419548
182,0.00945116823622021
183,0.009418902985445884
184,0.00938695710281022
185,0.009355325402996726
186,0.009324002817204302
187,0.009292984389813394
188,0.00926226527516791
189,0.009231840734467714
190,0.009201706132767754
191,0.009171856936079081
192,0.009142288708568308
193,0.009112997109850994
194,0.009083977892375215
195,0.00905522689889285
196,0.009026740060013269
197,0.008998513391838416
198,0.008970542993674478
199,0.00894282504581768
200,0.008915355807412104
201,0.008888131614375598
202,0.008861148877392143
203,0.008834404079967785
204,0.008807893776548085
205,0.008781614590694115
206,0.008755563213315592
207,0.008729736400958997
208,0.008704130974148187
209,0.008678743815775701
210,0.00865357186954366
211,0.00862861213845147
212,0.008603861683329458
213,0.00857931762141611
214,0.00855497712497818
215,0.0085308374199715
216,0.008506895784741387
217,0.008483149548761216
218,0.008459596091407826
219,0.008436232840772476
220,0.008413057272506241
221,0.008390066908698618
222,0.008367259316788007
223,0.008344632108503645
224,0.008322182938836938
225,0.00829990950504216
226,0.008277809545665135
227,0.008255880839598878
228,0.008234121205165378
229,0.008212528499223135
230,0.00819110061629859
231,0.008169835487741986
232,0.00814873108090565
233,0.00812778539834496
234,0.008106996477040156
235,0.008086362387640118
236,0.00806588123372517
237,0.008045551151090178
238,0.00802537030704654
239,0.008005336899742074
240,0.007985449157499344
241,0.007965705338170778
242,0.007946103728510567
243,0.007926642643563077
244,0.007907320426066702
245,0.007888135445872855
246,0.007869086099380224
247,0.00785017080898282
248,0.00783138802253248
249,0.00781273621281418
250,0.007794213877035555
251,0.0077758195363275785
252,0.0077575517352593115
253,0.007739409041363384
254,0.007721390044673673
255,0.007703493357274005
256,0.007685717612858189
257,0.007668061466300572
258,0.007650523593236888
259,0.007633102689654927
260,0.007615797471495853
261,0.00759860667426388
262,0.007581529052646161
263,0.007564563380141024
264,0.00754770844869552
265,0.007530963068350805
266,0.007514326066896334
267,0.007497796289531935
268,0.007481372598537481
269,0.0074650538729504065
270,0.00744883900825065
271,0.007432726916052647
272,0.007416716523804249
273,0.007400806774492849
274,0.007384996626357719
275,0.0073692850526090314
276,0.007353671041153239
277,0.007338153594324188
278,0.007322731728620831
279,0.007307404474449972
280,0.007292170875875537
281,0.007277029990372596
282,0.007261980888587195
283,0.007247022654101229
284,0.007232154383202535
285,0.007217375184659784
286,0.007202684179502495
287,0.007188080500805549
288,0.007173563293478092
289,0.007159131714057705
290,0.007144784930507805
291,0.007130522122020467
292,0.007116342478822364
293,0.007102245201985863
294,0.007088229503242849
295,0.007074294604803442
296,0.007060439739177958
297,0.007046664149002644
298,0.007032967086868913
299,0.007019347815156375
300,0.007005805605868777
301,0.006992339740474086
302,0.006978949509746502
303,0.006965634213613282
304,0.006952393161003246
305,0.0069392256696991575
306,0.006926131066192848
307,0.006913108685542768
308,0.006900157871235213
309,0.006887277975047625
310,0.0068744683569148595
311,0.006861728384797948
312,0.006849057434555381
313,0.006836454889817433
314,0.006823920141861893
315,0.006811452589493414
316,0.006799051638924079
317,0.0067867167036570735
318,0.006774447204372168
319,0.006762242568813642
320,0.006750102231679797
321,0.006738025634515311
322,0.006726012225605361
323,0.006714061459871142
324,0.006702172798768449
325,0.006690345710186971
326,0.006678579668352694
327,0.006666874153730835
328,0.006655228652931708
329,0.00664364265861743
330,0.006632115669410987
331,0.00662064718980666
332,0.006609236730082109
333,0.006597883806212151
334,0.006586587939783897
335,0.006575348657913721
336,0.00656416549316552
337,0.006553037983470446
338,0.0065419656720482255
339,0.006530948107329772
340,0.00651998484288101
341,0.006509075437328329
342,0.006498219454285461
343,0.006487416462281154
344,0.006476666034688466
345,0.006465967749655354
346,0.006455321190036163
347,0.0064447259433245314
348,0.006434181601587787
349,0.006423687761401577
350,0.006413244023786391
351,0.006402849994145023
352,0.006392505282201074
353,0.006382209501938192
354,0.006371962271540837
355,0.00636176321333577
356,0.006351611953734601
357,0.006341508123177215
358,0.006331451356076537
359,0.0063214412907633515
360,0.006311477569433157
361,0.006301559838093089
362,0.006291687746510249
363,0.0062818609481599865
364,0.006272079100176678
365,0.006262341863303532
366,0.006252648901844185
367,0.0062429998836151974
368,0.006233394479898792
369,0.006223832365396619
370,0.006214313218184453
371,0.0062048367196672624
372,0.006195402554535075
373,0.0061860104107200045
374,0.0061766599793533815
