Project 4, CS420,,
 Artificial, Neural Nets,,
Completed by:, Ksenia Burova,,
,,,
,,,
Epoch #, RMSE,,
0,0.353406222,,
1,0.353398317,,
2,0.353395844,,
3,0.353393473,,
4,0.353391128,,
5,0.353388799,,
6,0.353386479,,
7,0.353384159,,
8,0.353381831,,
9,0.353379489,,
10,0.353377124,,
11,0.35337473,,
12,0.353372299,,
13,0.353369825,,
14,0.353367301,,
15,0.353364721,,
16,0.353362078,,
17,0.353359368,,
18,0.353356583,,
19,0.35335372,,
20,0.353350773,,
21,0.353347739,,
22,0.353344614,,
23,0.353341393,,
24,0.353338076,,
25,0.353334661,,
26,0.353331146,,
27,0.353327531,,
28,0.353323817,,
29,0.353320006,,
30,0.353316102,,
31,0.353312108,,
32,0.353308031,,
33,0.353303876,,
34,0.353299653,,
35,0.353295372,,
36,0.353291044,,
37,0.353286683,,
38,0.353282304,,
39,0.353277923,,
40,0.35327356,,
41,0.353269235,,
42,0.35326497,,
43,0.35326079,,
44,0.35325672,,
45,0.353252787,,
46,0.35324902,,
47,0.353245451,,
48,0.35324211,,
49,0.35323903,,
50,0.353236244,,
51,0.353233787,,
52,0.353231693,,
53,0.353229996,,
54,0.35322873,,
55,0.35322793,,
56,0.353227627,,
57,0.353227855,,
58,0.353228642,,
59,0.353230017,,
60,0.353232007,,
61,0.353234635,,
62,0.353237922,,
63,0.353241886,,
64,0.353246543,,
65,0.353251904,,
66,0.353257977,,
67,0.353264767,,
68,0.353272274,,
69,0.353280494,,
70,0.353289423,,
71,0.353299047,,
72,0.353309355,,
73,0.353320327,,
74,0.353331942,,
75,0.353344177,,
76,0.353357002,,
77,0.353370389,,
78,0.353384303,,
79,0.35339871,,
80,0.353413572,,
81,0.35342885,,
82,0.353444502,,
83,0.353460487,,
84,0.353476761,,
85,0.35349328,,
86,0.353509999,,
87,0.353526874,,
88,0.353543859,,
89,0.35356091,,
90,0.353577981,,
91,0.353595029,,
92,0.35361201,,
93,0.353628882,,
94,0.353645602,,
95,0.35366213,,
96,0.353678426,,
97,0.353694451,,
98,0.35371017,,
99,0.353725545,,
100,0.353740542,,
101,0.353755129,,
102,0.353769273,,
103,0.353782945,,
104,0.353796115,,
105,0.353808756,,
106,0.353820842,,
107,0.353832348,,
108,0.353843251,,
109,0.353853528,,
110,0.353863158,,
111,0.353872122,,
112,0.353880398,,
113,0.353887971,,
114,0.353894821,,
115,0.353900932,,
116,0.353906289,,
117,0.353910875,,
118,0.353914675,,
119,0.353917674,,
120,0.353919857,,
121,0.35392121,,
122,0.353921716,,
123,0.35392136,,
124,0.353920127,,
125,0.353917998,,
126,0.353914958,,
127,0.353910987,,
128,0.353906066,,
129,0.353900172,,
130,0.353893282,,
131,0.353885372,,
132,0.353876415,,
133,0.353866379,,
134,0.353855234,,
135,0.353842942,,
136,0.353829464,,
137,0.353814757,,
138,0.353798774,,
139,0.353781462,,
140,0.353762764,,
141,0.353742617,,
142,0.35372095,,
143,0.353697687,,
144,0.353672744,,
145,0.353646029,,
146,0.353617438,,
147,0.353586862,,
148,0.353554175,,
149,0.353519243,,
150,0.353481917,,
151,0.353442034,,
152,0.353399414,,
153,0.353353858,,
154,0.353305151,,
155,0.353253053,,
156,0.353197302,,
157,0.35313761,,
158,0.353073659,,
159,0.353005101,,
160,0.352931552,,
161,0.35285259,,
162,0.352767752,,
163,0.352676526,,
164,0.352578354,,
165,0.352472616,,
166,0.352358637,,
167,0.352235669,,
168,0.352102896,,
169,0.351959419,,
170,0.351804253,,
171,0.351636318,,
172,0.351454433,,
173,0.351257308,,
174,0.351043536,,
175,0.350811584,,
176,0.35055979,,
177,0.350286355,,
178,0.349989339,,
179,0.349666661,,
180,0.349316097,,
181,0.348935285,,
182,0.348521736,,
183,0.348072846,,
184,0.347585916,,
185,0.347058185,,
186,0.346486864,,
187,0.345869182,,
188,0.345202445,,
189,0.3444841,,
190,0.343711814,,
191,0.342883553,,
192,0.341997674,,
193,0.341053016,,
194,0.340048982,,
195,0.338985624,,
196,0.337863702,,
197,0.336684729,,
198,0.335450985,,
199,0.334165496,,
200,0.332831984,,
201,0.331454766,,
202,0.330038629,,
203,0.328588659,,
204,0.327110046,,
205,0.325607867,,
206,0.324086849,,
207,0.322551126,,
208,0.321003997,,
209,0.319447673,,
210,0.317883032,,
211,0.316309365,,
212,0.314724111,,
213,0.313122573,,
214,0.311497588,,
215,0.309839159,,
216,0.308134005,,
217,0.306365046,,
218,0.304510777,,
219,0.302544576,,
220,0.300433934,,
221,0.298139699,,
222,0.29561545,,
223,0.292807214,,
224,0.289653863,,
225,0.286088633,,
226,0.282042289,,
227,0.277448397,,
228,0.272250829,,
229,0.266412995,,
230,0.259927344,,
231,0.252822895,,
232,0.245168235,,
233,0.237068245,,
234,0.228654499,,
235,0.22007136,,
236,0.211461132,,
237,0.20295164,,
238,0.194648324,,
239,0.186631207,,
240,0.178955729,,
241,0.171655931,,
242,0.16474858,,
243,0.158237293,,
244,0.152116156,,
245,0.146372687,,
246,0.14099013,,
247,0.135949182,,
248,0.131229264,,
249,0.126809421,,
250,0.122668952,,
251,0.11878783,,
252,0.115146974,,
253,0.111728401,,
254,0.108515303,,
255,0.105492073,,
256,0.10264428,,
257,0.099958628,,
258,0.0974229,,
259,0.095025889,,
260,0.092757324,,
261,0.090607802,,
262,0.088568716,,
263,0.086632188,,
264,0.084791004,,
265,0.083038558,,
266,0.081368795,,
267,0.079776161,,
268,0.078255559,,
269,0.076802306,,
270,0.075412096,,
271,0.074080963,,
272,0.072805254,,
273,0.0715816,,
274,0.070406887,,
275,0.069278239,,
276,0.068192991,,
277,0.067148677,,
278,0.066143008,,
279,0.065173857,,
280,0.064239251,,
281,0.063337349,,
282,0.06246644,,
283,0.061624926,,
284,0.060811316,,
285,0.060024218,,
286,0.059262329,,
287,0.058524429,,
288,0.057809375,,
289,0.057116094,,
290,0.056443582,,
291,0.055790891,,
292,0.055157132,,
293,0.054541469,,
294,0.053943112,,
295,0.053361319,,
296,0.052795387,,
297,0.052244654,,
298,0.051708494,,
299,0.051186314,,
300,0.050677556,,
301,0.050181687,,
302,0.049698205,,
303,0.049226632,,
304,0.048766517,,
305,0.048317429,,
306,0.04787896,,
307,0.047450721,,
308,0.047032342,,
309,0.046623472,,
310,0.046223776,,
311,0.045832933,,
312,0.04545064,,
313,0.045076606,,
314,0.044710553,,
315,0.044352217,,
316,0.044001343,,
317,0.043657689,,
318,0.043321025,,
319,0.042991127,,
320,0.042667785,,
321,0.042350793,,
322,0.042039957,,
323,0.041735091,,
324,0.041436014,,
325,0.041142555,,
326,0.040854548,,
327,0.040571835,,
328,0.040294262,,
329,0.040021684,,
330,0.039753959,,
331,0.039490951,,
332,0.03923253,,
333,0.038978571,,
334,0.038728951,,
335,0.038483554,,
336,0.038242268,,
337,0.038004985,,
338,0.0377716,,
339,0.037542011,,
340,0.037316122,,
341,0.037093838,,
342,0.036875069,,
343,0.036659727,,
344,0.036447727,,
345,0.036238988,,
346,0.036033429,,
347,0.035830976,,
348,0.035631552,,
349,0.035435087,,
350,0.035241511,,
351,0.035050757,,
352,0.034862759,,
353,0.034677456,,
354,0.034494785,,
355,0.034314687,,
356,0.034137105,,
357,0.033961983,,
358,0.033789267,,
359,0.033618904,,
360,0.033450845,,
361,0.033285038,,
362,0.033121437,,
363,0.032959995,,
364,0.032800666,,
365,0.032643407,,
366,0.032488175,,
367,0.032334928,,
368,0.032183625,,
369,0.032034229,,
370,0.0318867,,
371,0.031741001,,
372,0.031597096,,
373,0.031454951,,
374,0.03131453,,
375,0.0311758,,
376,0.03103873,,
377,0.030903287,,
378,0.03076944,,
379,0.030637161,,
380,0.030506418,,
381,0.030377184,,
382,0.030249432,,
383,0.030123133,,
384,0.029998262,,
385,0.029874793,,
386,0.0297527,,
387,0.02963196,,
388,0.029512548,,
389,0.029394441,,
390,0.029277616,,
391,0.029162051,,
392,0.029047724,,
393,0.028934614,,
394,0.028822701,,
395,0.028711963,,
396,0.028602382,,
397,0.028493938,,
398,0.028386612,,
399,0.028280386,,
400,0.028175241,,
401,0.028071161,,
402,0.027968127,,
403,0.027866123,,
404,0.027765133,,
405,0.027665139,,
406,0.027566128,,
407,0.027468083,,
408,0.027370988,,
409,0.02727483,,
410,0.027179593,,
411,0.027085265,,
412,0.02699183,,
413,0.026899275,,
414,0.026807587,,
415,0.026716752,,
416,0.026626759,,
417,0.026537595,,
418,0.026449247,,
419,0.026361703,,
420,0.026274952,,
421,0.026188982,,
422,0.026103781,,
423,0.02601934,,
424,0.025935646,,
425,0.02585269,,
426,0.02577046,,
427,0.025688947,,
428,0.025608141,,
429,0.025528031,,
430,0.025448609,,
431,0.025369864,,
432,0.025291787,,
433,0.025214369,,
434,0.025137602,,
435,0.025061476,,
436,0.024985984,,
437,0.024911115,,
438,0.024836863,,
439,0.024763218,,
440,0.024690174,,
441,0.024617721,,
442,0.024545853,,
443,0.024474562,,
444,0.02440384,,
445,0.02433368,,
446,0.024264074,,
447,0.024195017,,
448,0.0241265,,
449,0.024058518,,
450,0.023991062,,
451,0.023924127,,
452,0.023857707,,
453,0.023791794,,
454,0.023726383,,
455,0.023661468,,
456,0.023597042,,
457,0.023533099,,
458,0.023469634,,
459,0.023406641,,
