Project 4, CS420,,
 Artificial, Neural Nets,,
Completed by:, Ksenia Burova,,
,,,
,,,
Epoch #, RMSE,,
0,0.354070845,,
1,0.354023506,,
2,0.353993439,,
3,0.353975393,,
4,0.353963991,,
5,0.353956352,,
6,0.353950969,,
7,0.353947015,,
8,0.353944011,,
9,0.353941666,,
10,0.353939791,,
11,0.353938264,,
12,0.353937,,
13,0.353935938,,
14,0.353935035,,
15,0.353934259,,
16,0.353933587,,
17,0.353932998,,
18,0.35393248,,
19,0.35393202,,
20,0.353931609,,
21,0.353931241,,
22,0.353930908,,
23,0.353930608,,
24,0.353930334,,
25,0.353930084,,
26,0.353929855,,
27,0.353929644,,
28,0.35392945,,
29,0.35392927,,
30,0.353929103,,
31,0.353928948,,
32,0.353928804,,
33,0.353928669,,
34,0.353928543,,
35,0.353928425,,
36,0.353928314,,
37,0.353928209,,
38,0.353928111,,
39,0.353928018,,
40,0.35392793,,
41,0.353927846,,
42,0.353927767,,
43,0.353927693,,
44,0.353927621,,
45,0.353927554,,
46,0.353927489,,
47,0.353927428,,
48,0.353927369,,
49,0.353927313,,
50,0.353927259,,
51,0.353927208,,
52,0.353927159,,
53,0.353927112,,
54,0.353927066,,
55,0.353927023,,
56,0.353926981,,
57,0.353926941,,
58,0.353926902,,
59,0.353926865,,
60,0.353926829,,
61,0.353926795,,
62,0.353926761,,
63,0.353926729,,
64,0.353926698,,
65,0.353926668,,
66,0.353926639,,
67,0.353926611,,
68,0.353926583,,
69,0.353926557,,
70,0.353926532,,
71,0.353926507,,
72,0.353926483,,
73,0.35392646,,
74,0.353926437,,
75,0.353926415,,
76,0.353926394,,
77,0.353926373,,
78,0.353926353,,
79,0.353926333,,
80,0.353926314,,
81,0.353926296,,
82,0.353926278,,
83,0.35392626,,
84,0.353926243,,
85,0.353926226,,
86,0.35392621,,
87,0.353926194,,
88,0.353926179,,
89,0.353926164,,
90,0.353926149,,
91,0.353926135,,
92,0.353926121,,
93,0.353926107,,
94,0.353926093,,
95,0.35392608,,
96,0.353926068,,
97,0.353926055,,
98,0.353926043,,
99,0.353926031,,
100,0.353926019,,
101,0.353926008,,
102,0.353925997,,
103,0.353925986,,
104,0.353925975,,
105,0.353925964,,
106,0.353925954,,
107,0.353925944,,
108,0.353925934,,
109,0.353925925,,
110,0.353925915,,
111,0.353925906,,
112,0.353925897,,
113,0.353925888,,
114,0.353925879,,
115,0.35392587,,
116,0.353925862,,
117,0.353925853,,
118,0.353925845,,
119,0.353925837,,
120,0.353925829,,
121,0.353925822,,
122,0.353925814,,
123,0.353925807,,
124,0.353925799,,
125,0.353925792,,
126,0.353925785,,
127,0.353925778,,
128,0.353925771,,
129,0.353925765,,
130,0.353925758,,
131,0.353925752,,
132,0.353925745,,
133,0.353925739,,
134,0.353925733,,
135,0.353925727,,
136,0.353925721,,
137,0.353925715,,
138,0.353925709,,
139,0.353925703,,
140,0.353925698,,
141,0.353925692,,
142,0.353925687,,
143,0.353925681,,
144,0.353925676,,
145,0.353925671,,
146,0.353925666,,
147,0.353925661,,
148,0.353925656,,
149,0.353925651,,
150,0.353925646,,
151,0.353925641,,
152,0.353925636,,
153,0.353925632,,
154,0.353925627,,
155,0.353925623,,
156,0.353925618,,
157,0.353925614,,
158,0.353925609,,
159,0.353925605,,
160,0.353925601,,
161,0.353925597,,
162,0.353925593,,
163,0.353925589,,
164,0.353925585,,
165,0.353925581,,
166,0.353925577,,
167,0.353925573,,
168,0.353925569,,
169,0.353925565,,
170,0.353925562,,
171,0.353925558,,
172,0.353925555,,
173,0.353925551,,
174,0.353925547,,
175,0.353925544,,
176,0.353925541,,
177,0.353925537,,
178,0.353925534,,
179,0.353925531,,
180,0.353925527,,
181,0.353925524,,
182,0.353925521,,
183,0.353925518,,
184,0.353925515,,
185,0.353925511,,
186,0.353925508,,
187,0.353925505,,
188,0.353925502,,
189,0.353925499,,
190,0.353925497,,
191,0.353925494,,
192,0.353925491,,
193,0.353925488,,
194,0.353925485,,
195,0.353925483,,
196,0.35392548,,
197,0.353925477,,
198,0.353925474,,
199,0.353925472,,
200,0.353925469,,
201,0.353925467,,
202,0.353925464,,
203,0.353925462,,
204,0.353925459,,
205,0.353925457,,
206,0.353925454,,
207,0.353925452,,
208,0.353925449,,
209,0.353925447,,
210,0.353925445,,
211,0.353925442,,
212,0.35392544,,
213,0.353925438,,
214,0.353925435,,
215,0.353925433,,
216,0.353925431,,
217,0.353925429,,
218,0.353925427,,
219,0.353925424,,
220,0.353925422,,
221,0.35392542,,
222,0.353925418,,
223,0.353925416,,
224,0.353925414,,
225,0.353925412,,
226,0.35392541,,
227,0.353925408,,
228,0.353925406,,
229,0.353925404,,
230,0.353925402,,
231,0.3539254,,
232,0.353925398,,
233,0.353925396,,
234,0.353925395,,
235,0.353925393,,
236,0.353925391,,
237,0.353925389,,
238,0.353925387,,
239,0.353925385,,
240,0.353925384,,
241,0.353925382,,
242,0.35392538,,
243,0.353925378,,
244,0.353925377,,
245,0.353925375,,
246,0.353925373,,
247,0.353925372,,
248,0.35392537,,
249,0.353925368,,
250,0.353925367,,
251,0.353925365,,
252,0.353925364,,
253,0.353925362,,
254,0.35392536,,
255,0.353925359,,
256,0.353925357,,
257,0.353925356,,
258,0.353925354,,
259,0.353925353,,
260,0.353925351,,
261,0.35392535,,
262,0.353925348,,
263,0.353925347,,
264,0.353925345,,
265,0.353925344,,
266,0.353925343,,
267,0.353925341,,
268,0.35392534,,
269,0.353925338,,
270,0.353925337,,
271,0.353925336,,
272,0.353925334,,
273,0.353925333,,
274,0.353925332,,
275,0.35392533,,
276,0.353925329,,
277,0.353925328,,
278,0.353925326,,
279,0.353925325,,
280,0.353925324,,
281,0.353925322,,
282,0.353925321,,
283,0.35392532,,
284,0.353925319,,
285,0.353925317,,
286,0.353925316,,
287,0.353925315,,
288,0.353925314,,
289,0.353925313,,
290,0.353925311,,
291,0.35392531,,
292,0.353925309,,
293,0.353925308,,
294,0.353925307,,
295,0.353925306,,
296,0.353925304,,
297,0.353925303,,
298,0.353925302,,
299,0.353925301,,
300,0.3539253,,
301,0.353925299,,
302,0.353925298,,
303,0.353925297,,
304,0.353925296,,
305,0.353925295,,
306,0.353925294,,
307,0.353925292,,
308,0.353925291,,
309,0.35392529,,
310,0.353925289,,
311,0.353925288,,
312,0.353925287,,
313,0.353925286,,
314,0.353925285,,
315,0.353925284,,
316,0.353925283,,
317,0.353925282,,
318,0.353925281,,
319,0.35392528,,
320,0.353925279,,
321,0.353925278,,
322,0.353925277,,
323,0.353925276,,
324,0.353925275,,
325,0.353925275,,
326,0.353925274,,
327,0.353925273,,
328,0.353925272,,
329,0.353925271,,
330,0.35392527,,
331,0.353925269,,
332,0.353925268,,
333,0.353925267,,
334,0.353925266,,
335,0.353925265,,
336,0.353925265,,
337,0.353925264,,
338,0.353925263,,
339,0.353925262,,
340,0.353925261,,
341,0.35392526,,
342,0.353925259,,
343,0.353925259,,
344,0.353925258,,
345,0.353925257,,
346,0.353925256,,
347,0.353925255,,
348,0.353925254,,
349,0.353925254,,
350,0.353925253,,
351,0.353925252,,
352,0.353925251,,
353,0.35392525,,
354,0.35392525,,
355,0.353925249,,
356,0.353925248,,
357,0.353925247,,
358,0.353925246,,
359,0.353925246,,
360,0.353925245,,
361,0.353925244,,
362,0.353925243,,
363,0.353925243,,
364,0.353925242,,
365,0.353925241,,
366,0.35392524,,
367,0.35392524,,
368,0.353925239,,
369,0.353925238,,
370,0.353925238,,
371,0.353925237,,
372,0.353925236,,
373,0.353925235,,
374,0.353925235,,
375,0.353925234,,
376,0.353925233,,
377,0.353925233,,
378,0.353925232,,
379,0.353925231,,
380,0.353925231,,
381,0.35392523,,
382,0.353925229,,
383,0.353925228,,
384,0.353925228,,
385,0.353925227,,
386,0.353925226,,
387,0.353925226,,
388,0.353925225,,
389,0.353925224,,
390,0.353925224,,
391,0.353925223,,
392,0.353925223,,
393,0.353925222,,
394,0.353925221,,
395,0.353925221,,
396,0.35392522,,
397,0.353925219,,
398,0.353925219,,
399,0.353925218,,
400,0.353925217,,
401,0.353925217,,
402,0.353925216,,
403,0.353925216,,
404,0.353925215,,
405,0.353925214,,
406,0.353925214,,
407,0.353925213,,
408,0.353925213,,
409,0.353925212,,
410,0.353925211,,
411,0.353925211,,
412,0.35392521,,
413,0.35392521,,
414,0.353925209,,
415,0.353925209,,
416,0.353925208,,
417,0.353925207,,
418,0.353925207,,
419,0.353925206,,
420,0.353925206,,
421,0.353925205,,
422,0.353925205,,
423,0.353925204,,
424,0.353925203,,
425,0.353925203,,
426,0.353925202,,
427,0.353925202,,
428,0.353925201,,
429,0.353925201,,
430,0.3539252,,
431,0.3539252,,
432,0.353925199,,
433,0.353925199,,
434,0.353925198,,
435,0.353925198,,
436,0.353925197,,
437,0.353925196,,
438,0.353925196,,
439,0.353925195,,
440,0.353925195,,
441,0.353925194,,
442,0.353925194,,
443,0.353925193,,
444,0.353925193,,
445,0.353925192,,
446,0.353925192,,
447,0.353925191,,
448,0.353925191,,
449,0.35392519,,
450,0.35392519,,
451,0.353925189,,
452,0.353925189,,
453,0.353925188,,
454,0.353925188,,
455,0.353925187,,
456,0.353925187,,
457,0.353925186,,
458,0.353925186,,
459,0.353925186,,
