 Name:, Ksenia, Burova, CS420 ,,,,,,,,,,,,,,,,
 Number of experiments:,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
 Experiment #,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 1,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=0.0,H=-1,R1=1,R2=15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
Entropy(H):,0.693137304,Lambda:,5,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 15,,,,,,,,,,,,,,,,,,,
J1=0.0,J2=-0.1,H=-6,R1=9,R2=12,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.685153086,0.855505285,0.391501079,,,,,,,,,,,,,,,,
2,0.567653086,0.927426071,0.319580293,,,,,,,,,,,,,,,,
3,0.433301235,0.974648736,0.272357627,,,,,,,,,,,,,,,,
4,0.304875309,0.992861492,0.254144871,,,,,,,,,,,,,,,,
5,0.181597531,0.988996154,0.25801021,,,,,,,,,,,,,,,,
6,0.064041975,0.967004626,0.280001738,,,,,,,,,,,,,,,,
7,0.044450088,0.930749272,0.316257092,,,,,,,,,,,,,,,,
8,0.138874691,0.885850982,0.361155382,,,,,,,,,,,,,,,,
9,0.212995062,0.840649026,0.406357337,,,,,,,,,,,,,,,,
10,0.245735802,0.817393729,0.429612635,,,,,,,,,,,,,,,,
11,0.234139843,0.825823214,0.421183149,,,,,,,,,,,,,,,,
12,0.190032099,0.855632244,0.39137412,,,,,,,,,,,,,,,,
13,0.130103324,0.890618445,0.356387919,,,,,,,,,,,,,,,,
14,0.06337866,0.922822358,0.324184006,,,,,,,,,,,,,,,,
Entropy(H):,0.623503182,Lambda:,7,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 16,,,,,,,,,,,,,,,,,,,
J1=0.0,J2=-0.1,H=-3,R1=9,R2=12,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.775722222,0.943814641,0.424812843,,,,,,,,,,,,,,,,
2,0.641277778,1.020845128,0.347782356,,,,,,,,,,,,,,,,
3,0.48887037,1.068609893,0.300017591,,,,,,,,,,,,,,,,
4,0.328083333,1.084919948,0.283707536,,,,,,,,,,,,,,,,
5,0.176277778,1.07261823,0.296009254,,,,,,,,,,,,,,,,
6,0.038614815,1.038099182,0.330528302,,,,,,,,,,,,,,,,
7,0.099753968,0.98822739,0.380400094,,,,,,,,,,,,,,,,
8,0.207680556,0.933499096,0.435128389,,,,,,,,,,,,,,,,
9,0.285265432,0.886089235,0.48253825,,,,,,,,,,,,,,,,
10,0.311166667,0.868658346,0.499969138,,,,,,,,,,,,,,,,
11,0.287964646,0.884068005,0.484559479,,,,,,,,,,,,,,,,
12,0.224787037,0.923082553,0.445544931,,,,,,,,,,,,,,,,
13,0.146542735,0.965262158,0.403365326,,,,,,,,,,,,,,,,
14,0.069453968,1.004477106,0.364150378,,,,,,,,,,,,,,,,
Entropy(H):,0.684313742,Lambda:,6,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 17,,,,,,,,,,,,,,,,,,,
J1=0.0,J2=-0.1,H=0,R1=9,R2=12,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.794425926,0.952916942,0.4333589,,,,,,,,,,,,,,,,
2,0.662481481,1.030019932,0.356255911,,,,,,,,,,,,,,,,
3,0.514796296,1.078698201,0.307577642,,,,,,,,,,,,,,,,
4,0.355814815,1.098111638,0.288164205,,,,,,,,,,,,,,,,
5,0.19887037,1.088399141,0.297876702,,,,,,,,,,,,,,,,
6,0.046648148,1.054445865,0.331829977,,,,,,,,,,,,,,,,
7,0.111685185,0.994345047,0.391930796,,,,,,,,,,,,,,,,
8,0.23675463,0.929274961,0.457000882,,,,,,,,,,,,,,,,
9,0.313907407,0.880773093,0.50550275,,,,,,,,,,,,,,,,
10,0.320851852,0.875883244,0.510392599,,,,,,,,,,,,,,,,
11,0.294968013,0.892742654,0.493533188,,,,,,,,,,,,,,,,
12,0.236037037,0.928564198,0.457711644,,,,,,,,,,,,,,,,
13,0.162411681,0.96889471,0.417381132,,,,,,,,,,,,,,,,
14,0.081940741,1.011744123,0.37453172,,,,,,,,,,,,,,,,
Entropy(H):,0.693137921,Lambda:,6,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
 Experiment #,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 1,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=0,R1=1,R2=3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.132176543,0.982913281,0.400091594,,,,,,,,,,,,,,,,
2,0.327732099,0.868648879,0.514355996,,,,,,,,,,,,,,,,
3,0.138934568,1.075954384,0.307050491,,,,,,,,,,,,,,,,
4,0.196295679,1.085740095,0.29726478,,,,,,,,,,,,,,,,
5,0.128509877,0.984546152,0.398458724,,,,,,,,,,,,,,,,
6,0.100695062,0.99718941,0.385815466,,,,,,,,,,,,,,,,
7,0.099648854,1.06673719,0.316267685,,,,,,,,,,,,,,,,
8,0.042267901,1.051096439,0.331908436,,,,,,,,,,,,,,,,
9,0.06847284,1.011026424,0.371978451,,,,,,,,,,,,,,,,
10,0.017396296,1.033085184,0.349919692,,,,,,,,,,,,,,,,
11,0.042166891,1.050902153,0.332102723,,,,,,,,,,,,,,,,
12,0.016431481,1.036722086,0.34628279,,,,,,,,,,,,,,,,
13,0.029652707,1.029044064,0.353960812,,,,,,,,,,,,,,,,
14,0.015218695,1.039796296,0.343208579,,,,,,,,,,,,,,,,
Entropy(H):,0.691502438,Lambda:,11.75,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 2,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=-3,R1=1,R2=6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.341148148,0.990308325,0.257199628,,,,,,,,,,,,,,,,
2,0.075314815,0.969772742,0.277735211,,,,,,,,,,,,,,,,
3,0.15737037,0.875683633,0.37182432,,,,,,,,,,,,,,,,
4,0.228018519,0.830358807,0.417149146,,,,,,,,,,,,,,,,
5,0.21662963,0.838056872,0.409451081,,,,,,,,,,,,,,,,
6,0.030191358,0.952933876,0.294574077,,,,,,,,,,,,,,,,
7,0.214005291,0.990186843,0.25732111,,,,,,,,,,,,,,,,
8,0.252884259,0.992211842,0.255296111,,,,,,,,,,,,,,,,
9,0.078246914,0.970479285,0.277028668,,,,,,,,,,,,,,,,
10,0.098067901,0.911372593,0.33613536,,,,,,,,,,,,,,,,
11,0.17183165,0.864810263,0.38269769,,,,,,,,,,,,,,,,
12,0.174361111,0.864533837,0.382974116,,,,,,,,,,,,,,,,
13,0.080091168,0.915086025,0.332421928,,,,,,,,,,,,,,,,
14,0.119662257,0.972193118,0.275314835,,,,,,,,,,,,,,,,
Entropy(H):,0.623753977,Lambda:,7.75,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 3,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=-5,R1=1,R2=6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.070619753,0.675421224,0.158340329,,,,,,,,,,,,,,,,
2,0.029230864,0.668768417,0.164993135,,,,,,,,,,,,,,,,
3,0.070120988,0.622387265,0.211374288,,,,,,,,,,,,,,,,
4,0.061880247,0.628645535,0.205116017,,,,,,,,,,,,,,,,
5,0.072046914,0.620808259,0.212953293,,,,,,,,,,,,,,,,
6,0.059508642,0.674227587,0.159533966,,,,,,,,,,,,,,,,
7,0.031968959,0.669352175,0.164409378,,,,,,,,,,,,,,,,
8,0.060480864,0.674605329,0.159156224,,,,,,,,,,,,,,,,
9,0.01462716,0.658636894,0.175124659,,,,,,,,,,,,,,,,
10,0.018435802,0.653077242,0.180684311,,,,,,,,,,,,,,,,
11,0.049784287,0.636994485,0.196767068,,,,,,,,,,,,,,,,
12,0.01867284,0.656278893,0.17748266,,,,,,,,,,,,,,,,
13,0.009294777,0.656702698,0.177058855,,,,,,,,,,,,,,,,
14,0.030818166,0.669048872,0.164712681,,,,,,,,,,,,,,,,
Entropy(H):,0.416880776,Lambda:,11,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 4,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=0,R1=1,R2=6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.473737037,1.086877106,0.299265398,,,,,,,,,,,,,,,,
2,0.147625926,1.079750376,0.306392128,,,,,,,,,,,,,,,,
3,0.207188889,0.945895,0.440247504,,,,,,,,,,,,,,,,
4,0.391818519,0.824424189,0.561718315,,,,,,,,,,,,,,,,
5,0.252485185,0.919746755,0.466395749,,,,,,,,,,,,,,,,
6,0.021792593,1.046739281,0.339403224,,,,,,,,,,,,,,,,
7,0.270403704,1.095342368,0.290800136,,,,,,,,,,,,,,,,
8,0.335681481,1.098153168,0.287989336,,,,,,,,,,,,,,,,
9,0.167379012,1.083307934,0.302834571,,,,,,,,,,,,,,,,
10,0.082818519,1.006803976,0.379338528,,,,,,,,,,,,,,,,
11,0.286262963,0.896984692,0.489157812,,,,,,,,,,,,,,,,
12,0.275012963,0.905743804,0.4803987,,,,,,,,,,,,,,,,
13,0.093741595,1.002464745,0.383677759,,,,,,,,,,,,,,,,
14,0.134808466,1.075871897,0.310270607,,,,,,,,,,,,,,,,
Entropy(H):,0.693071252,Lambda:,6,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 5,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=-2,R1=1,R2=2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0,0,0,,,,,,,,,,,,,,,,
2,0,0,0,,,,,,,,,,,,,,,,
3,0,0,0,,,,,,,,,,,,,,,,
4,0,0,0,,,,,,,,,,,,,,,,
5,0,0,0,,,,,,,,,,,,,,,,
6,0,0,0,,,,,,,,,,,,,,,,
7,0,0,0,,,,,,,,,,,,,,,,
8,0,0,0,,,,,,,,,,,,,,,,
9,0,0,0,,,,,,,,,,,,,,,,
10,0,0,0,,,,,,,,,,,,,,,,
11,0,0,0,,,,,,,,,,,,,,,,
12,0,0,0,,,,,,,,,,,,,,,,
13,0,0,0,,,,,,,,,,,,,,,,
14,0,0,0,,,,,,,,,,,,,,,,
Entropy(H):,0,Lambda:,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 6,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=-1,R1=1,R2=4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.20102963,0.885089566,0.425877909,,,,,,,,,,,,,,,,
2,0.138287654,1.010026278,0.300941196,,,,,,,,,,,,,,,,
3,0.375659259,0.765118899,0.545848575,,,,,,,,,,,,,,,,
4,0.303414815,1.037522305,0.27344517,,,,,,,,,,,,,,,,
5,0.132832099,0.945727434,0.365240041,,,,,,,,,,,,,,,,
6,0.171285185,1.027061702,0.283905772,,,,,,,,,,,,,,,,
7,0.229521693,0.87497774,0.435989734,,,,,,,,,,,,,,,,
8,0.091829321,1.011034579,0.299932895,,,,,,,,,,,,,,,,
9,0.099891358,0.959934713,0.351032761,,,,,,,,,,,,,,,,
10,0.124081481,1.020383351,0.290584124,,,,,,,,,,,,,,,,
11,0.083251852,0.951937468,0.359030007,,,,,,,,,,,,,,,,
12,0.074454938,0.993552807,0.317414667,,,,,,,,,,,,,,,,
13,0.0655415,0.969842146,0.341125329,,,,,,,,,,,,,,,,
14,0.067683951,1.00187891,0.309088565,,,,,,,,,,,,,,,,
Entropy(H):,0.655483737,Lambda:,10.5,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 7,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=-4,R1=1,R2=5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.009895062,0.323827675,0.071534196,,,,,,,,,,,,,,,,
2,0.009895062,0.323827675,0.071534196,,,,,,,,,,,,,,,,
3,0.009895062,0.323827675,0.071534196,,,,,,,,,,,,,,,,
4,0.009895062,0.323827675,0.071534196,,,,,,,,,,,,,,,,
5,0.010438272,0.332256279,0.063105592,,,,,,,,,,,,,,,,
6,0.006216049,0.331545537,0.063816334,,,,,,,,,,,,,,,,
7,8.85E-04,0.329858797,0.065503073,,,,,,,,,,,,,,,,
8,0.002811728,0.328725335,0.066636535,,,,,,,,,,,,,,,,
9,0.003351852,0.32848808,0.06687379,,,,,,,,,,,,,,,,
10,0.001104938,0.330217846,0.065144025,,,,,,,,,,,,,,,,
11,0.002347138,0.330479798,0.064882073,,,,,,,,,,,,,,,,
12,5.68E-04,0.329859254,0.065502617,,,,,,,,,,,,,,,,
13,0.001048908,0.329485643,0.065876227,,,,,,,,,,,,,,,,
14,0.001162963,0.329668406,0.065693465,,,,,,,,,,,,,,,,
Entropy(H):,0.197680935,Lambda:,11.5,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 8,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=-2,R1=1,R2=5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.235414815,0.995852218,0.254957381,,,,,,,,,,,,,,,,
2,0.067918519,0.923067038,0.327742561,,,,,,,,,,,,,,,,
3,0.217177778,0.840718494,0.410091105,,,,,,,,,,,,,,,,
4,0.221390741,0.837301211,0.413508388,,,,,,,,,,,,,,,,
5,0.061081481,0.968677977,0.282131621,,,,,,,,,,,,,,,,
6,0.269859259,0.990485275,0.260324323,,,,,,,,,,,,,,,,
7,0.12549418,0.983326917,0.267482682,,,,,,,,,,,,,,,,
8,0.068126852,0.91977922,0.331030379,,,,,,,,,,,,,,,,
9,0.150449383,0.881116746,0.369692853,,,,,,,,,,,,,,,,
10,0.145196296,0.882767138,0.368042461,,,,,,,,,,,,,,,,
11,0.027852076,0.956633105,0.294176494,,,,,,,,,,,,,,,,
12,0.17772963,0.976536459,0.27427314,,,,,,,,,,,,,,,,
13,0.089688319,0.975739744,0.275069854,,,,,,,,,,,,,,,,
14,0.058986243,0.927563536,0.323246062,,,,,,,,,,,,,,,,
Entropy(H):,0.625404799,Lambda:,10.25,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 9,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=0,R1=1,R2=5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.356366667,1.097851082,0.288143263,,,,,,,,,,,,,,,,
2,0.032044444,1.029915061,0.356079284,,,,,,,,,,,,,,,,
3,0.355855556,0.851160284,0.534834061,,,,,,,,,,,,,,,,
4,0.267522222,0.910030263,0.475964082,,,,,,,,,,,,,,,,
5,0.045255556,1.053311281,0.332683065,,,,,,,,,,,,,,,,
6,0.278311111,1.096062045,0.2899323,,,,,,,,,,,,,,,,
7,0.243192063,1.092903233,0.293091112,,,,,,,,,,,,,,,,
8,0.053483642,1.037456685,0.348537661,,,,,,,,,,,,,,,,
9,0.207090123,0.944932375,0.44106197,,,,,,,,,,,,,,,,
10,0.207522222,0.944908113,0.441086232,,,,,,,,,,,,,,,,
11,0.071189113,1.025090571,0.360903774,,,,,,,,,,,,,,,,
12,0.136922222,1.075521351,0.310472994,,,,,,,,,,,,,,,,
13,0.165853846,1.082500424,0.303493921,,,,,,,,,,,,,,,,
14,0.083233686,1.051480116,0.33451423,,,,,,,,,,,,,,,,
Entropy(H):,0.692997173,Lambda:,5.75,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 10,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=2,R1=1,R2=5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.209022222,0.966730737,0.246285594,,,,,,,,,,,,,,,,
2,0.050977778,0.905133716,0.307882614,,,,,,,,,,,,,,,,
3,0.196903704,0.825418942,0.387597389,,,,,,,,,,,,,,,,
4,0.1932,0.827936262,0.385080069,,,,,,,,,,,,,,,,
5,0.051355556,0.940515467,0.272500864,,,,,,,,,,,,,,,,
6,0.203559259,0.966048307,0.246968023,,,,,,,,,,,,,,,,
7,0.120212698,0.95616023,0.256856101,,,,,,,,,,,,,,,,
8,0.027638889,0.914653887,0.298362443,,,,,,,,,,,,,,,,
9,0.13165679,0.865589698,0.347426632,,,,,,,,,,,,,,,,
10,0.115977778,0.874171143,0.338845187,,,,,,,,,,,,,,,,
11,0.022676768,0.927787274,0.285229057,,,,,,,,,,,,,,,,
12,0.10217037,0.951685938,0.261330393,,,,,,,,,,,,,,,,
13,0.080774359,0.948013584,0.265002746,,,,,,,,,,,,,,,,
14,0.022196825,0.923755127,0.289261204,,,,,,,,,,,,,,,,
Entropy(H):,0.606508165,Lambda:,11.75,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 11,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=-3,R1=1,R2=5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.145206173,0.810212581,0.195958401,,,,,,,,,,,,,,,,
2,0.042571605,0.765606036,0.240564946,,,,,,,,,,,,,,,,
3,0.132941975,0.708808045,0.297362937,,,,,,,,,,,,,,,,
4,0.113404938,0.724454381,0.281716601,,,,,,,,,,,,,,,,
5,0.03887284,0.794343368,0.211827613,,,,,,,,,,,,,,,,
6,0.121132099,0.808713813,0.197457168,,,,,,,,,,,,,,,,
7,0.063063316,0.799967023,0.206203958,,,,,,,,,,,,,,,,
8,0.021668827,0.77448926,0.231681721,,,,,,,,,,,,,,,,
9,0.073744444,0.749862823,0.256308158,,,,,,,,,,,,,,,,
10,0.058516049,0.757911641,0.24825934,,,,,,,,,,,,,,,,
11,0.017650393,0.78590087,0.220270111,,,,,,,,,,,,,,,,
12,0.049789506,0.797106548,0.209064433,,,,,,,,,,,,,,,,
13,0.035590788,0.793465195,0.212705786,,,,,,,,,,,,,,,,
14,0.014733862,0.783057195,0.223113786,,,,,,,,,,,,,,,,
Entropy(H):,0.503085491,Lambda:,11.75,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 12,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=0,R1=1,R2=9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.666655556,1.028177193,0.358106057,,,,,,,,,,,,,,,,
2,0.466655556,1.088215528,0.298067722,,,,,,,,,,,,,,,,
3,0.222211111,1.09182933,0.29445392,,,,,,,,,,,,,,,,
4,0.033344444,1.027601165,0.358682085,,,,,,,,,,,,,,,,
5,0.270122222,0.909152289,0.477130961,,,,,,,,,,,,,,,,
6,0.395566667,0.822197564,0.564085686,,,,,,,,,,,,,,,,
7,0.360169841,0.848543708,0.537739542,,,,,,,,,,,,,,,,
8,0.217163889,0.940680471,0.445602779,,,,,,,,,,,,,,,,
9,0.044455556,1.023317892,0.362965358,,,,,,,,,,,,,,,,
10,0.134933333,1.077344416,0.308938834,,,,,,,,,,,,,,,,
11,0.264231313,1.095960232,0.290323018,,,,,,,,,,,,,,,,
12,0.299433333,1.097962906,0.288320344,,,,,,,,,,,,,,,,
13,0.255202564,1.0952317,0.29105155,,,,,,,,,,,,,,,,
14,0.150107937,1.080426638,0.305856612,,,,,,,,,,,,,,,,
Entropy(H):,0.693141625,Lambda:,4,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 13,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=3,R1=1,R2=9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.634974074,1.016456505,0.345264903,,,,,,,,,,,,,,,,
2,0.426085185,1.073082506,0.288638902,,,,,,,,,,,,,,,,
3,0.178122222,1.068011155,0.293710253,,,,,,,,,,,,,,,,
4,0.069192593,0.996794983,0.364926424,,,,,,,,,,,,,,,,
5,0.249692593,0.90350436,0.458217048,,,,,,,,,,,,,,,,
6,0.348451852,0.836222799,0.525498608,,,,,,,,,,,,,,,,
7,0.30447037,0.867229139,0.494492269,,,,,,,,,,,,,,,,
8,0.189331481,0.937728132,0.423993276,,,,,,,,,,,,,,,,
9,0.060374074,1.011878848,0.349842559,,,,,,,,,,,,,,,,
10,0.149862963,1.063266824,0.298454584,,,,,,,,,,,,,,,,
11,0.248812458,1.077187293,0.284534114,,,,,,,,,,,,,,,,
12,0.268446296,1.077865822,0.283855586,,,,,,,,,,,,,,,,
13,0.204931339,1.070247869,0.291473538,,,,,,,,,,,,,,,,
14,0.106940741,1.048539424,0.313181983,,,,,,,,,,,,,,,,
Entropy(H):,0.680860704,Lambda:,6.5,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 14,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=6,R1=1,R2=9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.552674074,0.956483706,0.312368857,,,,,,,,,,,,,,,,
2,0.340451852,1.007501036,0.261351528,,,,,,,,,,,,,,,,
3,0.10822963,0.992154737,0.276697827,,,,,,,,,,,,,,,,
4,0.075659259,0.932129515,0.336723048,,,,,,,,,,,,,,,,
5,0.196659259,0.867715155,0.401137408,,,,,,,,,,,,,,,,
6,0.245103704,0.835273491,0.433579072,,,,,,,,,,,,,,,,
7,0.236691005,0.841285644,0.427566919,,,,,,,,,,,,,,,,
8,0.150312037,0.8946022,0.374250363,,,,,,,,,,,,,,,,
9,0.030017284,0.957918484,0.31093408,,,,,,,,,,,,,,,,
10,0.126062963,0.995454592,0.273397972,,,,,,,,,,,,,,,,
11,0.203785185,1.006767851,0.262084713,,,,,,,,,,,,,,,,
12,0.200961111,1.006292931,0.262559632,,,,,,,,,,,,,,,,
13,0.139298006,0.997320622,0.271531941,,,,,,,,,,,,,,,,
14,0.049618519,0.976730577,0.292121987,,,,,,,,,,,,,,,,
Entropy(H):,0.634426282,Lambda:,10.25,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 15,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=-6,R1=1,R2=9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.569423457,0.954846681,0.319313338,,,,,,,,,,,,,,,,
2,0.348034568,1.011228347,0.262931672,,,,,,,,,,,,,,,,
3,0.124608642,0.99924836,0.274911659,,,,,,,,,,,,,,,,
4,0.067520988,0.93936778,0.334792239,,,,,,,,,,,,,,,,
5,0.196798765,0.871588391,0.402571627,,,,,,,,,,,,,,,,
6,0.258817284,0.829791369,0.44436865,,,,,,,,,,,,,,,,
7,0.242640035,0.841364783,0.432795236,,,,,,,,,,,,,,,,
8,0.154673765,0.896308401,0.377851618,,,,,,,,,,,,,,,,
9,0.019650617,0.958518361,0.315641658,,,,,,,,,,,,,,,,
10,0.109923457,0.996101648,0.278058371,,,,,,,,,,,,,,,,
11,0.192504265,1.009411793,0.264748226,,,,,,,,,,,,,,,,
12,0.207664198,1.010998822,0.263161197,,,,,,,,,,,,,,,,
13,0.159252517,1.004974146,0.269185873,,,,,,,,,,,,,,,,
14,0.075931393,0.988063096,0.286096923,,,,,,,,,,,,,,,,
Entropy(H):,0.637080009,Lambda:,9,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 16,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=0,R1=1,R2=9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.666659259,1.028179415,0.358107539,,,,,,,,,,,,,,,,
2,0.466659259,1.088218053,0.2980689,,,,,,,,,,,,,,,,
3,0.222214815,1.091832361,0.294454593,,,,,,,,,,,,,,,,
4,0.033340741,1.027604996,0.358681957,,,,,,,,,,,,,,,,
5,0.271896296,0.908049611,0.478237343,,,,,,,,,,,,,,,,
6,0.394174074,0.823268476,0.563018478,,,,,,,,,,,,,,,,
7,0.360324868,0.848435192,0.537851762,,,,,,,,,,,,,,,,
8,0.216743519,0.940921593,0.445365361,,,,,,,,,,,,,,,,
9,0.044451852,1.023321768,0.362965185,,,,,,,,,,,,,,,,
10,0.136325926,1.077640876,0.308646078,,,,,,,,,,,,,,,,
11,0.263881481,1.095937321,0.290349633,,,,,,,,,,,,,,,,
12,0.298603704,1.097933953,0.288353001,,,,,,,,,,,,,,,,
13,0.254009687,1.095131761,0.291155193,,,,,,,,,,,,,,,,
14,0.150706878,1.080547046,0.305739908,,,,,,,,,,,,,,,,
Entropy(H):,0.693143477,Lambda:,4,,,,,,,,,,,,,,,,
