 Name:, Ksenia, Burova, CS420 ,,,,,,,,,,,,,,,,
 Number of experiments:,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
 Experiment #,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 1,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=0.0,H=-1,R1=1,R2=15,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.834076543,0.85127057,0.487535711,,,,,,,,,,,,,,,,
2,0.749076543,0.923681528,0.415124753,,,,,,,,,,,,,,,,
3,0.657595062,0.979015293,0.359790988,,,,,,,,,,,,,,,,
4,0.561715432,1.01873392,0.320072361,,,,,,,,,,,,,,,,
5,0.471520988,1.042441904,0.296364376,,,,,,,,,,,,,,,,
6,0.381669136,1.054679788,0.284126493,,,,,,,,,,,,,,,,
7,0.297092416,1.057097779,0.281708502,,,,,,,,,,,,,,,,
8,0.220604321,1.052345666,0.286460615,,,,,,,,,,,,,,,,
9,0.151175309,1.042725912,0.296080369,,,,,,,,,,,,,,,,
10,0.094209877,1.030409672,0.308396609,,,,,,,,,,,,,,,,
11,0.082605836,1.017379599,0.321426682,,,,,,,,,,,,,,,,
12,0.069583951,1.004709018,0.334097263,,,,,,,,,,,,,,,,
13,0.05520133,0.992888963,0.345917318,,,,,,,,,,,,,,,,
14,0.065486949,0.982494745,0.356311536,,,,,,,,,,,,,,,,
Entropy(H):,0.66940314,Lambda:,11.75,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 37,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=-1,R1=4,R2=12,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.782938272,0.959663129,0.425680299,,,,,,,,,,,,,,,,
2,0.639604938,1.038413934,0.346929493,,,,,,,,,,,,,,,,
3,0.470530864,1.085638458,0.29970497,,,,,,,,,,,,,,,,
4,0.303632716,1.095981905,0.289361523,,,,,,,,,,,,,,,,
5,0.140604938,1.075851404,0.309492024,,,,,,,,,,,,,,,,
6,0.058907407,1.031391648,0.35395178,,,,,,,,,,,,,,,,
7,0.155395062,0.96987172,0.415471708,,,,,,,,,,,,,,,,
8,0.254908951,0.91547644,0.469866987,,,,,,,,,,,,,,,,
9,0.28737037,0.89710616,0.488237267,,,,,,,,,,,,,,,,
10,0.271117284,0.907580833,0.477762595,,,,,,,,,,,,,,,,
11,0.218627385,0.937728837,0.447614591,,,,,,,,,,,,,,,,
12,0.144145062,0.975599225,0.409744202,,,,,,,,,,,,,,,,
13,0.111930104,1.01153947,0.373803957,,,,,,,,,,,,,,,,
14,0.086992063,1.04101207,0.344331358,,,,,,,,,,,,,,,,
Entropy(H):,0.692671714,Lambda:,9.5,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 38,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=0,R1=7,R2=14,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.734896296,0.716317501,0.462851125,,,,,,,,,,,,,,,,
2,0.677674074,0.777026397,0.402142228,,,,,,,,,,,,,,,,
3,0.619711111,0.824095817,0.355072808,,,,,,,,,,,,,,,,
4,0.557674074,0.86310975,0.316058876,,,,,,,,,,,,,,,,
5,0.498007407,0.891863703,0.287304922,,,,,,,,,,,,,,,,
6,0.438044444,0.913451712,0.265716914,,,,,,,,,,,,,,,,
7,0.378070899,0.928573763,0.250594863,,,,,,,,,,,,,,,,
8,0.319896296,0.937597334,0.241571291,,,,,,,,,,,,,,,,
9,0.262180247,0.941391846,0.23777678,,,,,,,,,,,,,,,,
10,0.20522963,0.940333834,0.238834792,,,,,,,,,,,,,,,,
11,0.149643771,0.9347866,0.244382025,,,,,,,,,,,,,,,,
12,0.095359259,0.925084005,0.254084621,,,,,,,,,,,,,,,,
13,0.053555366,0.911789645,0.267378981,,,,,,,,,,,,,,,,
14,0.038070018,0.895418759,0.283749867,,,,,,,,,,,,,,,,
Entropy(H):,0.589584313,Lambda:,13.5,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 39,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=0,R1=7,R2=9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.216180247,0.198103596,0.13281959,,,,,,,,,,,,,,,,
2,0.19951358,0.216138075,0.114785111,,,,,,,,,,,,,,,,
3,0.182846914,0.22971697,0.101206216,,,,,,,,,,,,,,,,
4,0.166180247,0.240223254,0.090699931,,,,,,,,,,,,,,,,
5,0.14951358,0.248325327,0.082597859,,,,,,,,,,,,,,,,
6,0.132846914,0.254414886,0.0765083,,,,,,,,,,,,,,,,
7,0.116021517,0.25877897,0.072144216,,,,,,,,,,,,,,,,
8,0.099235802,0.261524324,0.069398862,,,,,,,,,,,,,,,,
9,0.082538272,0.262785212,0.068137974,,,,,,,,,,,,,,,,
10,0.065846914,0.262667655,0.06825553,,,,,,,,,,,,,,,,
11,0.049766105,0.261308156,0.06961503,,,,,,,,,,,,,,,,
12,0.034837654,0.258983107,0.071940079,,,,,,,,,,,,,,,,
13,0.021436657,0.256038075,0.074885111,,,,,,,,,,,,,,,,
14,0.009711993,0.252799195,0.078123991,,,,,,,,,,,,,,,,
Entropy(H):,0.165461593,Lambda:,4.25,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 40,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=2,R1=7,R2=12,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.223333333,0.198836793,0.137669041,,,,,,,,,,,,,,,,
2,0.206666667,0.217567935,0.118937898,,,,,,,,,,,,,,,,
3,0.19,0.231626651,0.104879183,,,,,,,,,,,,,,,,
4,0.173333333,0.242528946,0.093976888,,,,,,,,,,,,,,,,
5,0.156666667,0.250986995,0.085518838,,,,,,,,,,,,,,,,
6,0.14,0.257413254,0.07909258,,,,,,,,,,,,,,,,
7,0.123333333,0.262073605,0.074432229,,,,,,,,,,,,,,,,
8,0.106666667,0.265150451,0.071355382,,,,,,,,,,,,,,,,
9,0.09,0.266773474,0.06973236,,,,,,,,,,,,,,,,
10,0.073333333,0.267036315,0.069469518,,,,,,,,,,,,,,,,
11,0.056666667,0.26600626,0.070499573,,,,,,,,,,,,,,,,
12,0.04,0.263730042,0.072775792,,,,,,,,,,,,,,,,
13,0.024615385,0.260548734,0.0759571,,,,,,,,,,,,,,,,
14,0.011428571,0.257006172,0.079499661,,,,,,,,,,,,,,,,
Entropy(H):,0.168252917,Lambda:,4.25,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 41,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=0,R1=7,R2=12,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.456765432,0.411042537,0.276628402,,,,,,,,,,,,,,,,
2,0.423432099,0.447230743,0.240440195,,,,,,,,,,,,,,,,
3,0.390098765,0.474685784,0.212985155,,,,,,,,,,,,,,,,
4,0.356765432,0.49609831,0.191572628,,,,,,,,,,,,,,,,
5,0.323432099,0.512784049,0.174886889,,,,,,,,,,,,,,,,
6,0.290098765,0.525520754,0.162150184,,,,,,,,,,,,,,,,
7,0.256130511,0.534963056,0.152707882,,,,,,,,,,,,,,,,
8,0.222459877,0.541163043,0.146507896,,,,,,,,,,,,,,,,
9,0.188864198,0.544474197,0.143196741,,,,,,,,,,,,,,,,
10,0.155376543,0.545104817,0.142566121,,,,,,,,,,,,,,,,
11,0.122017957,0.543221052,0.144449886,,,,,,,,,,,,,,,,
12,0.088709877,0.538936431,0.148734507,,,,,,,,,,,,,,,,
13,0.055739791,0.532400088,0.15527085,,,,,,,,,,,,,,,,
14,0.024424162,0.52412311,0.163547828,,,,,,,,,,,,,,,,
Entropy(H):,0.343835469,Lambda:,7.5,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 42,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=0,R1=7,R2=14,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.845898765,0.789964431,0.517109746,,,,,,,,,,,,,,,,
2,0.782565432,0.857053138,0.450021039,,,,,,,,,,,,,,,,
3,0.718491358,0.908801037,0.39827314,,,,,,,,,,,,,,,,
4,0.652565432,0.950143131,0.356931046,,,,,,,,,,,,,,,,
5,0.587676543,0.981565425,0.325508752,,,,,,,,,,,,,,,,
6,0.521176543,1.00576459,0.301309587,,,,,,,,,,,,,,,,
7,0.45502575,1.022795513,0.284278664,,,,,,,,,,,,,,,,
8,0.390551543,1.033298443,0.273775734,,,,,,,,,,,,,,,,
9,0.326330864,1.038219457,0.26885472,,,,,,,,,,,,,,,,
10,0.262287654,1.037935086,0.269139091,,,,,,,,,,,,,,,,
11,0.198828058,1.032768644,0.274305533,,,,,,,,,,,,,,,,
12,0.135991358,1.022980942,0.284093235,,,,,,,,,,,,,,,,
13,0.074360304,1.008928534,0.298145644,,,,,,,,,,,,,,,,
14,0.034154321,0.991628697,0.31544548,,,,,,,,,,,,,,,,
Entropy(H):,0.653537089,Lambda:,13.75,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 43,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=0,R1=9,R2=14,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.228350617,0.203500858,0.139191072,,,,,,,,,,,,,,,,
2,0.211683951,0.221952832,0.120739098,,,,,,,,,,,,,,,,
3,0.195017284,0.235894469,0.106797461,,,,,,,,,,,,,,,,
4,0.178350617,0.246752837,0.095939093,,,,,,,,,,,,,,,,
5,0.161683951,0.25521263,0.0874793,,,,,,,,,,,,,,,,
6,0.145017284,0.261674846,0.081017084,,,,,,,,,,,,,,,,
7,0.128350617,0.266400155,0.076291775,,,,,,,,,,,,,,,,
8,0.111683951,0.269568854,0.073123076,,,,,,,,,,,,,,,,
9,0.095017284,0.2713104,0.07138153,,,,,,,,,,,,,,,,
10,0.078350617,0.271719606,0.070972324,,,,,,,,,,,,,,,,
11,0.061683951,0.270866157,0.071825773,,,,,,,,,,,,,,,,
12,0.045017284,0.268800463,0.073891467,,,,,,,,,,,,,,,,
13,0.028350617,0.265557323,0.077134607,,,,,,,,,,,,,,,,
14,0.012834744,0.261498803,0.081193127,,,,,,,,,,,,,,,,
Entropy(H):,0.171345965,Lambda:,4.25,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 44,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=0,R1=12,R2=14,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0,0,0,,,,,,,,,,,,,,,,
2,0,0,0,,,,,,,,,,,,,,,,
3,0,0,0,,,,,,,,,,,,,,,,
4,0,0,0,,,,,,,,,,,,,,,,
5,0,0,0,,,,,,,,,,,,,,,,
6,0,0,0,,,,,,,,,,,,,,,,
7,0,0,0,,,,,,,,,,,,,,,,
8,0,0,0,,,,,,,,,,,,,,,,
9,0,0,0,,,,,,,,,,,,,,,,
10,0,0,0,,,,,,,,,,,,,,,,
11,0,0,0,,,,,,,,,,,,,,,,
12,0,0,0,,,,,,,,,,,,,,,,
13,0,0,0,,,,,,,,,,,,,,,,
14,0,0,0,,,,,,,,,,,,,,,,
Entropy(H):,0,Lambda:,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 45,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=0,R1=6,R2=9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.198291358,0.212979606,0.114986683,,,,,,,,,,,,,,,,
2,0.17801358,0.22941821,0.09854808,,,,,,,,,,,,,,,,
3,0.153476543,0.243486675,0.084479614,,,,,,,,,,,,,,,,
4,0.12801358,0.253114806,0.074851483,,,,,,,,,,,,,,,,
5,0.10351358,0.258512044,0.069454245,,,,,,,,,,,,,,,,
6,0.07764321,0.260647565,0.067318724,,,,,,,,,,,,,,,,
7,0.052656437,0.259548165,0.068418124,,,,,,,,,,,,,,,,
8,0.027249691,0.255420243,0.072546047,,,,,,,,,,,,,,,,
9,0.002920988,0.248683772,0.079282517,,,,,,,,,,,,,,,,
10,0.018264198,0.24057623,0.087390059,,,,,,,,,,,,,,,,
11,0.034839955,0.232722946,0.095243343,,,,,,,,,,,,,,,,
12,0.046430864,0.226401976,0.101564313,,,,,,,,,,,,,,,,
13,0.05508471,0.221212271,0.106754018,,,,,,,,,,,,,,,,
14,0.060280071,0.217893762,0.110072527,,,,,,,,,,,,,,,,
Entropy(H):,0.163983145,Lambda:,3,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 46,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=-1,R1=6,R2=12,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.712455556,0.725089182,0.436914732,,,,,,,,,,,,,,,,
2,0.652177778,0.783400906,0.378603009,,,,,,,,,,,,,,,,
3,0.581159259,0.834520485,0.327483429,,,,,,,,,,,,,,,,
4,0.5119,0.871262336,0.290741579,,,,,,,,,,,,,,,,
5,0.441788889,0.897918903,0.264085011,,,,,,,,,,,,,,,,
6,0.372548148,0.915411753,0.246592162,,,,,,,,,,,,,,,,
7,0.304836508,0.924841966,0.237161948,,,,,,,,,,,,,,,,
8,0.237941667,0.92730813,0.234695785,,,,,,,,,,,,,,,,
9,0.172517284,0.923384862,0.238619052,,,,,,,,,,,,,,,,
10,0.108677778,0.913671676,0.248332238,,,,,,,,,,,,,,,,
11,0.05324321,0.899464528,0.262539386,,,,,,,,,,,,,,,,
12,0.020745679,0.883563346,0.278440568,,,,,,,,,,,,,,,,
13,0.042330769,0.867440774,0.29456314,,,,,,,,,,,,,,,,
14,0.075838095,0.852599775,0.309404139,,,,,,,,,,,,,,,,
Entropy(H):,0.581001957,Lambda:,12,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 47,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=-3,R1=6,R2=12,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.179832099,0.177228139,0.114952284,,,,,,,,,,,,,,,,
2,0.163165432,0.194645262,0.097535162,,,,,,,,,,,,,,,,
3,0.146498765,0.207462195,0.084718229,,,,,,,,,,,,,,,,
4,0.129832099,0.217092977,0.075087447,,,,,,,,,,,,,,,,
5,0.113165432,0.224206444,0.067973979,,,,,,,,,,,,,,,,
6,0.09631358,0.229228329,0.062952095,,,,,,,,,,,,,,,,
7,0.079514638,0.232303197,0.059877226,,,,,,,,,,,,,,,,
8,0.063373765,0.233582958,0.058597466,,,,,,,,,,,,,,,,
9,0.048720988,0.233393182,0.058787242,,,,,,,,,,,,,,,,
10,0.036332099,0.232253212,0.059927212,,,,,,,,,,,,,,,,
11,0.026195735,0.230655874,0.06152455,,,,,,,,,,,,,,,,
12,0.017748765,0.228863802,0.063316622,,,,,,,,,,,,,,,,
13,0.01060133,0.22701458,0.065165844,,,,,,,,,,,,,,,,
14,0.004514638,0.225193973,0.06698645,,,,,,,,,,,,,,,,
Entropy(H):,0.146090212,Lambda:,4.25,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Combination 48,,,,,,,,,,,,,,,,,,,
J1=1.0,J2=-0.1,H=0,R1=6,R2=12,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Distance(L), Correlation(p), Joint Entropy(H_l), MutualInfo(I_l),,,,,,,,,,,,,,,,
1,0.835232099,0.808741145,0.502635139,,,,,,,,,,,,,,,,
2,0.769954321,0.873450258,0.437926025,,,,,,,,,,,,,,,,
3,0.697454321,0.927732838,0.383643446,,,,,,,,,,,,,,,,
4,0.623704321,0.969336998,0.342039286,,,,,,,,,,,,,,,,
5,0.550676543,0.999867778,0.311508505,,,,,,,,,,,,,,,,
6,0.477176543,1.021532229,0.289844054,,,,,,,,,,,,,,,,
7,0.405470194,1.034939452,0.276436832,,,,,,,,,,,,,,,,
8,0.334676543,1.041355841,0.270020442,,,,,,,,,,,,,,,,
9,0.264491358,1.041465797,0.269910486,,,,,,,,,,,,,,,,
10,0.196176543,1.035882016,0.275494268,,,,,,,,,,,,,,,,
11,0.129929068,1.025262965,0.286113318,,,,,,,,,,,,,,,,
12,0.06759321,1.01065316,0.300723124,,,,,,,,,,,,,,,,
13,0.018835708,0.993066923,0.318309361,,,,,,,,,,,,,,,,
14,0.042069489,0.973941658,0.337434626,,,,,,,,,,,,,,,,
Entropy(H):,0.655688142,Lambda:,13.5,,,,,,,,,,,,,,,,
