Project 4, CS420
 Artificial, Neural Nets
Completed by:, Ksenia Burova


Epoch #, RMSE
0,0.12111192309365038
100,0.07481217919301182
200,0.07595952514545895
300,0.024858988943991522
400,0.021238986950471894
500,0.018793843639019224
600,0.017423846024242223
700,0.016460035714900744
800,0.015699470153179435
900,0.015186481956181509
1000,0.014861815715771746
1100,0.014669617026734505
1200,0.014585180472833269
1300,0.014617733354175554
1400,0.014725951504199643
1500,0.01488230370199116
1600,0.015085788050462708
1700,0.015303718043038863
1800,0.015499112610420463
1900,0.01565570064327861
2000,0.01577601329681594
2100,0.015870486057363468
2200,0.015949316652323853
2300,0.01601855420181954
2400,0.016078273070968197
2500,0.016119897633755303
2600,0.016116164010990187
2700,0.015982543834530814
2800,0.015493171890257215
2900,0.014748155596704525
3000,0.014402163387697781
3100,0.014079620259656792
3200,0.013716470448984011
3300,0.013418847686859806
3400,0.013226197196633193
3500,0.013128536630764083
3600,0.013146349322218769
3700,0.013273536290528451
3800,0.01340044910860114
3900,0.013455606703972566
4000,0.01345391875631837
4100,0.013423501992583199
4200,0.013379843928749786
4300,0.013328651822827008
4400,0.013271107319192912
4500,0.013207243700638005
4600,0.013137641232899148
4700,0.01306397794129187
4800,0.01298888726185784
4900,0.012915478322193022
5000,0.012846790267125825
5100,0.01278536248914129
5200,0.012733006127923366
5300,0.01269077634574084
5400,0.012659089519924751
5500,0.012637910778844968
5600,0.012626945391591541
5700,0.012625784750404214
5800,0.012633968256718376
5900,0.012650920214991224
6000,0.012675722988072676
6100,0.01270675928508552
6200,0.012741480282272727
6300,0.012776764176155937
6400,0.012809894323634306
6500,0.012839189987558544
6600,0.012863537819310536
6700,0.012881618106939541
6800,0.012891879449736148
6900,0.012893116457657831
7000,0.012884934646950076
7100,0.012867786378901706
7200,0.012842707492400964
7300,0.012810983128928435
7400,0.012773878308075267
7500,0.012732467475237425
7600,0.012687544990766554
7700,0.012639584785711724
7800,0.012588720997968645
7900,0.012534729284140435
8000,0.01247699598756938
8100,0.012414470303413446
8200,0.01234560929461639
8300,0.012268363581055384
8400,0.012180350968673849
8500,0.012079592263807159
8600,0.011966526754993448
8700,0.011847775891025538
8800,0.011738797245554098
8900,0.011656803818339017
9000,0.01160510139480837
9100,0.011572194191042278
9200,0.011546507497132884
9300,0.011522957441797784
9400,0.011500365721091253
9500,0.011478648848893467
9600,0.011457777173362747
9700,0.011437589630436045
9800,0.011417838441179247
9900,0.011398260226955803
-----,testing network, ----
Expected, Computed real, Is solved
0.464565,0.45163526058303716,yes
0.225974,0.20233175936999356, no
0.12046,0.12450026956858405,yes
0.183896,0.18623191801729527,yes
0.082137,0.08858609648955462,yes
0.478035,0.497132018850593,yes
0.869584,0.6922782952660735, no
0.196212,0.1901726004828712,yes
0.073998,0.09144133049787924,yes
0.204899,0.20140966164519086,yes
0.249749,0.23602495518201952,yes
0.461517,0.4810465770338129,yes
0.450251,0.4558317536349182,yes
0.369075,0.3672193697671578,yes
0.704661,0.7077743690165281,yes
0.228005,0.21703747777548923,yes
0.156466,0.14980783430016587,yes
0.162567,0.14615279403295428,yes
0.339018,0.35556720798617875,yes
0.452464,0.46185390502628704,yes
0.155333,0.15195448687105154,yes
0.570774,0.5694429568973205,yes
0.22998,0.22861613502266265,yes
0.408506,0.40616716021533195,yes
0.071556,0.09259480204263329,yes
0.249497,0.25638920121369085,yes
0.163546,0.16290273209171602,yes
0.481297,0.491574811078157,yes
0.21689,0.20488482637712213,yes
0.02784,0.059181641005128655, no
0.457675,0.445803491542412,yes
0.380137,0.39263124246978914,yes
0.303373,0.3062586751446718,yes
0.701904,0.6463111013968627, no
0.312368,0.31354956643612464,yes
0.06223,0.07399389527879095,yes
0.339919,0.3578919231478798,yes
0.25043,0.24734845665472033,yes
0.110198,0.11614154846922281,yes
0.147515,0.13984609099878414,yes
0.53733,0.5517785661182784,yes
0.154411,0.15343898978933357,yes
0.092367,0.09631989213443136,yes
0.378741,0.3761796707486885,yes
0.291982,0.29534019128542566,yes
0.357018,0.33347563031826005, no
0.323332,0.2913009906575635, no
0.071355,0.08866744593585436,yes
0.249838,0.2551665774175884,yes
0.453151,0.4577699933230324,yes
Accuracy percentage: ,88.0%
