Project 4, CS420,
 Artificial, Neural Nets,
Completed by:, Ksenia Burova,
,,
Epoch #, RMSE,
0.156466,0.155719523,yes
0.162567,0.148367728,yes
0.339018,0.324811982,yes
0.452464,0.450799212,yes
0.155333,0.158768399,yes
0.570774,0.588225196,yes
0.22998,0.215379524,yes
0.408506,0.405641785,yes
0.071556,0.093555406,yes
0.249497,0.240262989,yes
0.163546,0.171880766,yes
0.481297,0.455305156,yes
0.21689,0.204747736,yes
0.02784,0.071798147, no
0.457675,0.46975232,yes
0.380137,0.383411325,yes
0.303373,0.326449807,yes
0.701904,0.696797684,yes
0.312368,0.302318869,yes
0.06223,0.089836908, no
0.339919,0.340624307,yes
0.25043,0.260406983,yes
0.110198,0.12175455,yes
0.147515,0.13111341,yes
0.53733,0.571119664, no
0.154411,0.155495923,yes
0.092367,0.109128702,yes
0.378741,0.398020034,yes
0.291982,0.285426087,yes
0.357018,0.351982302,yes
0.323332,0.340821786,yes
0.071355,0.096950021,yes
0.249838,0.25184658,yes
0.453151,0.458010083,yes
Accuracy percentage: ,92.00%,
