Project 4, CS420,
 Artificial, Neural Nets,
Completed by:, Ksenia Burova,
,,
Epoch #, RMSE,
0,0.121346306,
100,0.122200429,
200,0.122206548,
300,0.122285879,
400,0.122423926,
500,0.122493232,
600,0.061648546,
700,0.020471999,
800,0.01815822,
900,0.016440388,
1000,0.015378076,
1100,0.014679905,
1200,0.014134187,
1300,0.013663774,
1400,0.013258316,
1500,0.012918245,
1600,0.01263696,
1700,0.012405282,
1800,0.012218682,
1900,0.012075326,
2000,0.011969298,
2100,0.011888168,
2200,0.011816969,
2300,0.011743207,
2400,0.01165919,
2500,0.011562201,
2600,0.011453776,
2700,0.01133842,
2800,0.01122178,
2900,0.011108789,
3000,0.011002573,
3100,0.010904344,
3200,0.010813923,
3300,0.010730423,
3400,0.010652817,
3500,0.010580324,
3600,0.010512566,
3700,0.0104495,
3800,0.010391208,
3900,0.010337683,
4000,0.010288736,
4100,0.010244004,
4200,0.010203028,
4300,0.010165312,
4400,0.010130364,
4500,0.010097706,
4600,0.010066884,
4700,0.010037471,
4800,0.010009071,
4900,0.009981338,
5000,0.009953979,
5100,0.009926766,
5200,0.009899544,
5300,0.009872221,
5400,0.009844764,
5500,0.009817184,
5600,0.009789523,
5700,0.009761836,
5800,0.009734178,
5900,0.009706602,
6000,0.009679147,
6100,0.009651841,
6200,0.0096247,
6300,0.009597735,
6400,0.009570949,
6500,0.009544349,
6600,0.00951794,
6700,0.009491738,
6800,0.009465764,
6900,0.009440051,
7000,0.009414647,
7100,0.009389612,
7200,0.009365026,
7300,0.009340991,
7400,0.009317636,
7500,0.009295122,
7600,0.009273648,
7700,0.009253455,
7800,0.009234822,
7900,0.009218048,
8000,0.009203434,
8100,0.009191235,
8200,0.009181624,
8300,0.009174659,
8400,0.00917027,
8500,0.009168271,
8600,0.009168385,
8700,0.009170277,
8800,0.009173587,
8900,0.009177949,
9000,0.009183011,
9100,0.009188441,
9200,0.009193933,
9300,0.009199213,
9400,0.009204038,
9500,0.0092082,
9600,0.009211521,
9700,0.009213861,
9800,0.009215107,
9900,0.009215179,
10000,0.009214024,
10100,0.00921161,
10200,0.009207929,
10300,0.009202988,
10400,0.009196806,
10500,0.009189414,
10600,0.009180845,
10700,0.00917114,
10800,0.009160338,
10900,0.00914848,
11000,0.009135603,
11100,0.009121744,
11200,0.009106935,
11300,0.009091207,
11400,0.009074586,
11500,0.009057098,
11600,0.009038765,
11700,0.009019609,
11800,0.00899965,
11900,0.00897891,
12000,0.008957409,
12100,0.008935169,
12200,0.008912212,
12300,0.008888563,
12400,0.00886425,
12500,0.008839299,
12600,0.008813742,
12700,0.008787612,
12800,0.008760943,
12900,0.008733771,
13000,0.008706136,
13100,0.008678076,
13200,0.008649632,
13300,0.008620847,
13400,0.008591761,
13500,0.008562417,
13600,0.008532858,
13700,0.008503125,
13800,0.008473258,
13900,0.008443299,
14000,0.008413284,
14100,0.008383252,
14200,0.008353237,
14300,0.008323271,
14400,0.008293387,
14500,0.008263612,
14600,0.008233972,
14700,0.008204491,
14800,0.008175191,
14900,0.008146091,
15000,0.008117206,
15100,0.008088552,
15200,0.00806014,
15300,0.008031982,
15400,0.008004084,
15500,0.007976453,
15600,0.007949095,
15700,0.007922013,
15800,0.007895209,
15900,0.007868683,
16000,0.007842436,
16100,0.007816466,
16200,0.007790772,
16300,0.007765352,
16400,0.007740203,
16500,0.00771532,
16600,0.007690702,
16700,0.007666342,
16800,0.007642238,
16900,0.007618385,
17000,0.007594778,
17100,0.007571413,
17200,0.007548286,
17300,0.007525392,
17400,0.007502726,
17500,0.007480284,
17600,0.007458063,
17700,0.007436057,
17800,0.007414263,
17900,0.007392677,
18000,0.007371294,
18100,0.007350113,
18200,0.007329128,
18300,0.007308337,
18400,0.007287737,
18500,0.007267324,
18600,0.007247096,
18700,0.00722705,
18800,0.007207183,
18900,0.007187494,
19000,0.007167979,
19100,0.007148638,
19200,0.007129467,
19300,0.007110466,
19400,0.007091632,
19500,0.007072964,
19600,0.007054461,
19700,0.007036121,
19800,0.007017943,
19900,0.006999927,
20000,0.00698207,
20100,0.006964372,
20200,0.006946833,
20300,0.006929452,
20400,0.006912228,
20500,0.00689516,
20600,0.006878248,
20700,0.006861492,
20800,0.006844892,
20900,0.006828446,
21000,0.006812154,
21100,0.006796017,
21200,0.006780034,
21300,0.006764205,
21400,0.006748529,
21500,0.006733007,
21600,0.006717637,
21700,0.006702421,
21800,0.006687358,
21900,0.006672447,
22000,0.006657688,
22100,0.006643081,
22200,0.006628626,
22300,0.006614322,
22400,0.006600169,
22500,0.006586167,
22600,0.006572315,
22700,0.006558612,
22800,0.006545059,
22900,0.006531654,
23000,0.006518397,
23100,0.006505287,
23200,0.006492324,
23300,0.006479506,
23400,0.006466833,
23500,0.006454304,
23600,0.006441917,
23700,0.006429673,
23800,0.006417569,
23900,0.006405604,
24000,0.006393778,
24100,0.006382089,
24200,0.006370536,
24300,0.006359117,
24400,0.006347831,
24500,0.006336677,
24600,0.006325652,
24700,0.006314756,
24800,0.006303986,
24900,0.006293341,
25000,0.00628282,
25100,0.006272421,
25200,0.006262141,
25300,0.006251979,
25400,0.006241934,
25500,0.006232003,
25600,0.006222185,
25700,0.006212478,
25800,0.00620288,
25900,0.006193389,
26000,0.006184003,
26100,0.00617472,
26200,0.006165539,
26300,0.006156458,
26400,0.006147475,
26500,0.006138588,
26600,0.006129794,
26700,0.006121094,
26800,0.006112484,
26900,0.006103963,
27000,0.006095529,
27100,0.00608718,
27200,0.006078916,
27300,0.006070733,
27400,0.006062631,
27500,0.006054608,
27600,0.006046663,
27700,0.006038793,
27800,0.006030998,
27900,0.006023276,
28000,0.006015625,
28100,0.006008044,
28200,0.006000532,
28300,0.005993088,
28400,0.00598571,
28500,0.005978396,
28600,0.005971147,
28700,0.00596396,
28800,0.005956835,
28900,0.00594977,
29000,0.005942764,
29100,0.005935816,
29200,0.005928926,
29300,0.005922092,
29400,0.005915313,
29500,0.005908588,
29600,0.005901917,
29700,0.005895299,
29800,0.005888732,
29900,0.005882217,
30000,0.005875751,
30100,0.005869335,
30200,0.005862968,
30300,0.005856648,
30400,0.005850376,
30500,0.005844151,
30600,0.005837971,
30700,0.005831837,
30800,0.005825748,
30900,0.005819702,
31000,0.005813701,
31100,0.005807742,
31200,0.005801825,
31300,0.005795951,
31400,0.005790118,
31500,0.005784326,
31600,0.005778574,
31700,0.005772863,
31800,0.005767191,
31900,0.005761558,
32000,0.005755963,
32100,0.005750407,
32200,0.005744888,
32300,0.005739407,
32400,0.005733962,
32500,0.005728555,
32600,0.005723183,
32700,0.005717847,
32800,0.005712547,
32900,0.005707281,
33000,0.005702051,
33100,0.005696854,
33200,0.005691692,
33300,0.005686563,
33400,0.005681467,
33500,0.005676405,
33600,0.005671375,
33700,0.005666377,
33800,0.005661411,
33900,0.005656477,
34000,0.005651574,
34100,0.005646703,
34200,0.005641862,
34300,0.005637051,
34400,0.005632271,
34500,0.00562752,
34600,0.005622799,
34700,0.005618107,
34800,0.005613444,
34900,0.00560881,
35000,0.005604204,
35100,0.005599626,
35200,0.005595076,
35300,0.005590554,
35400,0.005586058,
35500,0.00558159,
35600,0.005577149,
35700,0.005572733,
35800,0.005568344,
35900,0.005563981,
36000,0.005559644,
36100,0.005555332,
36200,0.005551045,
36300,0.005546783,
36400,0.005542546,
36500,0.005538333,
36600,0.005534144,
36700,0.005529979,
36800,0.005525838,
36900,0.00552172,
37000,0.005517625,
37100,0.005513554,
37200,0.005509504,
37300,0.005505478,
37400,0.005501473,
37500,0.005497491,
37600,0.00549353,
37700,0.005489591,
37800,0.005485674,
37900,0.005481777,
38000,0.005477901,
38100,0.005474046,
38200,0.005470212,
38300,0.005466397,
38400,0.005462603,
38500,0.005458829,
38600,0.005455075,
38700,0.005451339,
38800,0.005447624,
38900,0.005443927,
39000,0.005440249,
39100,0.00543659,
39200,0.00543295,
39300,0.005429328,
39400,0.005425724,
39500,0.005422138,
39600,0.00541857,
39700,0.00541502,
39800,0.005411488,
39900,0.005407973,
40000,0.005404475,
40100,0.005400994,
40200,0.00539753,
40300,0.005394083,
40400,0.005390652,
40500,0.005387238,
40600,0.005383841,
40700,0.005380459,
40800,0.005377094,
40900,0.005373745,
41000,0.005370412,
41100,0.005367094,
41200,0.005363792,
41300,0.005360506,
41400,0.005357235,
