Run # 0
Generation #, Average Fitness, BestFitness, CorrectBits # 
0,0.05187928170559075,0.5086836119222434,9
1,0.29875371457704,0.9626579006360961,11
2,0.4731020476095657,0.9625933931953655,10
3,0.5186848171996875,0.9622985515774949,12
4,0.6639773403989694,0.9646595620701953,11
5,0.6251911038038133,0.9636075314607128,8
6,0.5847394478952752,0.9636075314607128,11
7,0.6572077497544406,0.9642718516411242,11
8,0.6712788326443885,0.9857489631898093,12
9,0.5477347365790467,0.9954317814207417,11
Run # 1
Generation #, Average Fitness, BestFitness, CorrectBits # 
0,0.0888020357011849,0.6932219694061561,10
1,0.33020156876112383,0.8252636776427755,11
2,0.5675200259336611,0.9920652944567475,11
3,0.6500265197237182,0.9920274206596496,13
4,0.6489234393423781,0.9775423257605874,11
5,0.6436623780213472,0.9124270287212304,9
6,0.6417101356453938,0.9808456888525978,8
7,0.5834765199057259,0.990466260036679,11
8,0.6027345201519031,0.9965530573121564,12
9,0.6994322256011303,0.9928893715743337,12
Run # 2
Generation #, Average Fitness, BestFitness, CorrectBits # 
0,0.06933475896027225,0.5404570761486385,9
1,0.4042449483850711,0.9820835192577726,14
2,0.4857120490668451,0.9662395462627283,15
3,0.5320604823508955,0.9587667864089017,13
4,0.5768786526693419,0.9591708751965693,13
5,0.6648393137427273,0.9512002011091358,13
6,0.7229964505062323,0.9652968195067689,11
7,0.7525702465335592,0.9820929021242166,10
8,0.7295415070807683,0.9891905918253248,13
9,0.7236666394010276,0.9843095162473389,15
Run # 3
Generation #, Average Fitness, BestFitness, CorrectBits # 
0,0.08599389585796671,0.935239883636525,14
1,0.48773852872678874,0.9563088252613839,13
2,0.6009205632813024,0.9563088252613839,14
3,0.6178001069617167,0.9599243587862158,14
4,0.6518600406303623,0.9599335508974106,10
5,0.7166621323249698,0.9982466242429916,13
6,0.6500414872756971,0.9982466242429916,13
7,0.7944742160241411,0.9958117476659207,12
8,0.6789990830797973,0.9955362591284167,14
9,0.7238357030737373,0.9955362591284167,14
Run # 4
Generation #, Average Fitness, BestFitness, CorrectBits # 
0,0.11339056963363126,0.9803116054007214,11
1,0.48661913543243945,0.9995137325366346,9
2,0.6007196843787953,0.999656730282969,12
3,0.7499678023641383,0.9860125963743905,14
4,0.6406850353873054,0.9849208147050109,10
5,0.6627124041512151,0.9849208147050109,11
6,0.6407571085496774,0.9849208147050109,9
7,0.6661701429771782,0.9565470355185685,10
8,0.6373398586157706,0.9613961046642665,12
9,0.6029043758119992,0.9779161408377687,12
Run # 5
Generation #, Average Fitness, BestFitness, CorrectBits # 
0,0.08197206241646451,0.6087639422314491,10
1,0.34864620580410854,0.614763304496397,12
2,0.44032873728771216,0.8402920509519777,13
3,0.4430458238566286,0.8409691041969812,11
4,0.47685914623529246,0.8409691041969812,12
5,0.49426850905192043,0.8838751996092642,13
6,0.5584751913263664,0.91945909221057,10
7,0.5223992039764299,0.8541998129345664,11
8,0.6582686318112144,0.8541584354439471,13
9,0.7283523373550504,0.948268648949716,13
Run # 6
Generation #, Average Fitness, BestFitness, CorrectBits # 
0,0.04859449166279196,0.4596150317817284,12
1,0.26720163445014933,0.4990808398100483,11
2,0.32891215892187753,0.8836618731250574,15
3,0.43364140052629796,0.9607611653851647,10
4,0.44908849114042787,0.9750224359457265,12
5,0.4952937138572649,0.9982275810214721,14
6,0.5670603086082652,0.9994470065554864,14
7,0.5835102943616943,0.9994470065554864,11
8,0.48593623611083436,0.9994470065554864,15
9,0.6496494015751075,0.9897101298966344,12
Run # 7
Generation #, Average Fitness, BestFitness, CorrectBits # 
0,0.23435266028826535,0.918442700850955,11
1,0.6358799561821301,0.9477051230748819,15
2,0.6210848484923742,0.9211671373308283,13
3,0.6036561722126075,0.9211582800013495,13
4,0.6343460197679293,0.9493146970798904,12
5,0.5974370682963124,0.9487960913164704,11
6,0.6544888848674436,0.953445327376627,11
7,0.66189445268393,0.954487368000855,12
8,0.6267261784102767,0.9541307651306619,12
9,0.5800103327773217,0.9541399072959478,12
Run # 8
Generation #, Average Fitness, BestFitness, CorrectBits # 
0,0.04814874191253267,0.5122084740712892,14
1,0.20608768626016163,0.5122084740712892,13
2,0.3075159261886299,0.9979705295295227,12
3,0.4971401533738466,0.9981038080508702,13
4,0.5796337322945663,0.9981038080508702,14
5,0.5734267016921104,0.9979705295295227,12
6,0.7412829209511163,0.9991896724666084,14
7,0.7137597035341089,0.9991896724666084,13
8,0.8122447057312946,0.9991896724666084,14
9,0.7260509743581213,0.9991896724666084,13
Run # 9
Generation #, Average Fitness, BestFitness, CorrectBits # 
0,0.09098371496941625,0.8649607866408795,7
1,0.5392007340928066,0.9369742876458558,13
2,0.5659143155700872,0.9369562997138889,10
3,0.6863837707912774,0.9376760594658531,9
4,0.6809333882433647,0.9744539377460576,10
5,0.6750282195667735,0.9740813140082913,13
6,0.7423180289990535,0.9743607697865456,12
7,0.6695234488292955,0.9839616988845169,11
8,0.7547558276870373,0.983971097899195,15
9,0.7218599649958025,0.9848455595378333,11
