Run # 0
Generation #, Average Fitness, BestFitness, CorrectBits # 
22,0.8015496151799942,0.9887107354548634,21
23,0.7959958378809567,0.9887113254420036,16
24,0.7252246812515034,0.9884892914136018,20
25,0.6638537690561326,0.9884893006302902,17
26,0.7137792130573983,0.9722962207882826,17
27,0.7404250806272873,0.9724630822781678,18
28,0.7319589651053741,0.9775711786809804,17
29,0.7596348772811179,0.9962643337664174,20
Run # 7
Generation #, Average Fitness, BestFitness, CorrectBits # 
0,0.128868852265411,0.9149210570443451,18
1,0.4621654342617798,0.9896501380179263,17
2,0.620408138946047,0.9896454140963534,14
3,0.6203221095220196,0.9894918146663935,22
4,0.6823880780925823,0.9894918792421002,15
5,0.6999722614056643,0.9992076898678386,21
6,0.7566313580911477,0.9992054376766943,22
7,0.7236239854103643,0.9997083387433071,17
8,0.7511614128132968,0.9997083387433071,14
9,0.7717418313372013,0.999713059319322,18
10,0.8026555971273303,0.999713059319322,21
11,0.7406823214996465,0.9997133200223295,17
12,0.7431489603998557,0.9997119233997893,17
13,0.783632923186655,0.9997119233997893,13
14,0.7492222777496731,0.9997569420836105,15
15,0.784162242616691,0.999747388845357,18
16,0.7832001309422576,0.9997476868008643,15
17,0.7497324133540129,0.9998788136026369,14
18,0.6863270094727166,0.9975723326793802,14
19,0.6992694123218599,0.9878665397205286,16
20,0.7030485147357075,0.9887158609787237,16
21,0.7497044781173698,0.9913525311277837,21
22,0.7826763770662197,0.9913524387206669,15
23,0.8343182588978126,0.9956480938592149,18
24,0.7558631311831361,0.9954913837050701,14
25,0.8248317252394836,0.9962866105695194,15
26,0.7755325527569289,0.9962863135425292,17
27,0.8083934744317608,0.9962863135425292,17
28,0.7833216164699767,0.9962867498009484,24
29,0.840740652346767,0.9987198342532055,19
Run # 8
Generation #, Average Fitness, BestFitness, CorrectBits # 
0,0.06781333790244269,0.4740825331867684,18
1,0.27329444597056635,0.8883186759379582,13
2,0.40986604053188125,0.9096938494470661,14
3,0.48026987588125,0.9124006753989387,13
4,0.5374515481470614,0.9146484922822895,15
5,0.6164083011036442,0.9146484922822895,15
6,0.6551034774418903,0.9995619922177255,16
7,0.7296889801828834,0.9995619922177255,18
8,0.722422047833017,0.9995620108368343,15
9,0.7999150772246638,0.9893460861845182,16
10,0.7366204367277771,0.987217167203659,18
11,0.7238184120272044,0.9826694709100093,19
12,0.7887265918705331,0.9919843426466607,17
13,0.7299093846175725,0.9847518468983562,17
14,0.7722528470240269,0.9977921960214052,16
15,0.7897220427954893,0.9990111428981565,17
16,0.7672398871213059,0.9990111335932198,21
17,0.8170362736618597,0.9990118779884096,20
18,0.8111312101980869,0.9990118779884096,18
19,0.8049372571913121,0.9990214062909303,21
20,0.8250626904084849,0.9990225973344963,16
21,0.7356347039124355,0.9962765116965637,21
22,0.6466611146751313,0.9962806514807687,19
23,0.6906855259080215,0.9962765116965637,17
24,0.8027832472862699,0.9974937177466046,18
25,0.6551288595599861,0.9877844041846277,19
26,0.7461601613341697,0.9869408191139836,18
27,0.8019003246447505,0.9899584177677677,17
28,0.7879642382691066,0.9964845782203907,17
29,0.7585525194057045,0.9945236290358125,18
Run # 9
Generation #, Average Fitness, BestFitness, CorrectBits # 
0,0.1282686393662336,0.7838321985254987,16
1,0.4638818186867218,0.9638801278810019,18
2,0.537285333356244,0.963953939675336,19
3,0.6231372998881937,0.9639574357702841,17
4,0.6770347852462826,0.9926802506953194,19
5,0.6603124583921052,0.9917904338443058,19
6,0.7005567032718091,0.9917903598892233,17
7,0.747127347677826,0.9920880230584056,19
8,0.6832779802245138,0.9944888771670009,21
9,0.6330270121455751,0.9925286325508426,17
10,0.7370827379415966,0.9890050308739724,15
11,0.8379433754280354,0.9890050308739724,19
12,0.8765888671000408,0.9938880651003201,19
13,0.8032210686889383,0.9878113368152823,18
14,0.8087603034503077,0.9876926963496897,20
15,0.864407184787638,0.9890447741720785,19
16,0.8093650856262588,0.9901622871583756,19
17,0.7413709389274811,0.9889964738043393,18
18,0.7158526126862454,0.981684189993803,21
19,0.8007155610312795,0.9781980930646579,19
20,0.78148839429961,0.9781980930646579,23
21,0.7940212482166485,0.9896632396253565,19
22,0.7982056050428217,0.989652306230912,18
23,0.8044675005736734,0.9896524446276307,19
24,0.8012977138892659,0.994500396132022,19
25,0.7554208587260882,0.9848234028747027,20
26,0.7832893975008663,0.9830400243726253,19
27,0.7660419766451931,0.9830401252530532,20
28,0.7674951524729372,0.9830401252530532,20
29,0.7497952367860903,0.9923864418332,17
