Run # 0
Generation #, Average Fitness, BestFitness, CorrectBits # 
0,0.07263453565102344,0.855491697167701,11
1,0.4843643251180272,0.94484670095048,12
2,0.5891372595716053,0.9574270437696853,10
3,0.5826234661160893,0.9541399072959478,11
4,0.6344345911501247,0.9542496194288697,11
5,0.6058742717636445,0.9544690777566502,12
6,0.620921447121063,0.9544690777566502,12
7,0.7009676952591695,0.9677570403073812,13
8,0.5648413799685962,0.9541947619432701,9
9,0.5733741364170313,0.9683127567408235,12
Run # 1
Generation #, Average Fitness, BestFitness, CorrectBits # 
0,0.015820379308117492,0.2823429713792437,12
1,0.16627521220192104,0.8087427524205769,10
2,0.23948742439325,0.8068854090365272,9
3,0.3234849168324207,0.8068932710297819,12
4,0.37582328131780446,0.8396806778236636,10
5,0.4074246680889105,0.8420550446029795,11
6,0.5597238090335368,0.840455151433217,10
7,0.5472778476609955,0.840455151433217,13
8,0.5425568010207289,0.9456535311329465,13
9,0.63422030198984,0.9514919805893619,13
Run # 2
Generation #, Average Fitness, BestFitness, CorrectBits # 
0,0.04311313955966494,0.6151758227165498,12
1,0.3621991285402536,0.8642998275673421,12
2,0.4952746055707476,0.9353206983058583,11
3,0.5719060840021336,0.9742210328791906,10
4,0.5589979951553871,0.9933253394517063,12
5,0.5120594896238063,0.9729176912247113,10
6,0.5175979393263461,0.8529675375275092,13
7,0.6560678216351774,0.8485231937985429,10
8,0.5890636124428098,0.992576718103632,7
9,0.5741861413654811,0.9824401249057392,9
Run # 3
Generation #, Average Fitness, BestFitness, CorrectBits # 
0,0.10831628735569483,0.9666742187710309,8
1,0.5583171603409197,0.9741837727501383,14
2,0.6434809513111908,0.9731317038520259,12
3,0.6552586223417349,0.9739695518964295,13
4,0.7749252643021365,0.9754793146061929,11
5,0.6113536149146929,0.9782059360064443,13
6,0.6861230565923755,0.9731317038520259,13
7,0.5962840603261291,0.9776170784860504,11
8,0.6627259440376064,0.9887373773775531,12
9,0.6676617799709803,0.9776170784860504,15
Run # 4
Generation #, Average Fitness, BestFitness, CorrectBits # 
0,0.03345343402106376,0.24150732052817,9
1,0.1815053688466376,0.6593779980447702,10
2,0.2906963842111271,0.9265666064790717,13
3,0.39937205934348835,0.9267447034871331,15
4,0.5135382537639388,0.9733643743274517,14
5,0.6115570020084962,0.9840650924902549,8
6,0.6298422869651402,0.9840650924902549,11
7,0.7120513301575778,0.9834542720675304,15
8,0.7627967461233673,0.9834636667197527,12
9,0.7898836883219443,0.9834636667197527,10
Run # 5
Generation #, Average Fitness, BestFitness, CorrectBits # 
0,0.08524441893505479,0.9538108390085254,11
1,0.4283114195446595,0.9562080600719259,11
2,0.572388919339209,0.9584638203722873,12
3,0.6149261067339789,0.9943401051882836,14
4,0.6103889063001677,0.9943780584406434,10
5,0.6367996442189593,0.9943021532396628,15
6,0.5521255600151108,0.9939227054503369,11
7,0.6068603016404864,0.9950614399678642,15
8,0.6350561813234086,0.9950614399678642,15
9,0.7182070901156397,0.9950614399678642,11
Run # 6
Generation #, Average Fitness, BestFitness, CorrectBits # 
0,0.015379749917792765,0.30315449829653773,12
1,0.15047648652020473,0.31148109812581065,10
2,0.17599510113196523,0.31148443615944615,10
3,0.23946471024335644,0.5987958450082721,12
4,0.3292202478338535,0.6332337162724073,14
5,0.4087400763315987,0.8480790855050518,14
6,0.4744441012599009,0.8480790855050518,13
7,0.45149167727490264,0.9292234443852219,15
8,0.6055332747551712,0.9929841325478204,12
9,0.5771013305043817,0.9928893715743337,13
Run # 7
Generation #, Average Fitness, BestFitness, CorrectBits # 
0,0.10083425838313573,0.8317853355054571,13
1,0.2959729620834357,0.832270261404301,9
2,0.34284299353450465,0.9120846004088013,14
3,0.40392229888212705,0.9654631228755405,7
4,0.5805196173298328,0.9696198210145207,14
5,0.6632922997021651,0.983971097899195,12
6,0.5692220042334023,0.9847044700475871,11
7,0.7319007484485499,0.9842625074356688,16
8,0.7521529431627824,0.9992468526657682,9
9,0.7641720908836934,0.9967146907041259,13
Run # 8
Generation #, Average Fitness, BestFitness, CorrectBits # 
0,0.09757352227226765,0.9506442195293736,14
1,0.41926888584822,0.9776544567780142,12
2,0.584628495755218,0.968127486027041,11
3,0.5843315045317902,0.9587576043537337,10
4,0.5557740399503497,0.9538565368284809,13
5,0.6089150500795539,0.9506259955780599,11
6,0.5153290385794105,0.9538565368284809,12
7,0.702840114760587,0.95540228249972,10
8,0.6530843377527854,0.9494694183572,13
9,0.6959202672506458,0.9547526119920076,10
Run # 9
Generation #, Average Fitness, BestFitness, CorrectBits # 
0,0.048998809993210504,0.9115141435697736,12
1,0.42849866614029014,0.9560706683951816,11
2,0.626443125865262,0.956116463646537,14
3,0.7132412830349764,0.956116463646537,13
4,0.7154418089288669,0.9596762017269526,14
5,0.6810328389397013,0.9828250143300463,11
6,0.7513796958674478,0.9985608846064541,13
7,0.7289894712538205,0.9906742869513729,12
8,0.7820547751591211,0.9877560537915437,12
9,0.7656452925167915,0.9991896724666084,15
