Run # 0
Generation #, Average Fitness, BestFitness, CorrectBits # 
0,0.09235366431595468,0.9156021823055681,15
1,0.5409444624070741,0.922532081249974,11
2,0.6752475562771143,0.9173655476810066,11
3,0.7694081386214606,0.9904946250280366,10
4,0.6752413126451319,0.9904946250280366,10
5,0.6285279353538052,0.9923493894183302,13
6,0.6497272450497203,0.9542313332849642,13
7,0.5999067583300072,0.9204056870897371,11
8,0.631755405653439,0.9209722937874529,12
9,0.6103788383533096,0.9480777435172748,12
10,0.5912348906098323,0.9498881897273729,13
11,0.6520764784711487,0.9908823531878096,12
12,0.511145131096283,0.9957357439759014,15
13,0.594540907237985,0.9981704533186162,13
14,0.5773829789485319,0.9821679679602933,9
15,0.6808047922989543,0.9872562934544721,15
16,0.7561857807323443,0.9872562934544721,12
17,0.717958499956318,0.9884825263851968,11
18,0.6168260882036446,0.9981894955592894,14
19,0.7170040068710394,0.9896912333012161,15
20,0.7728359321933037,0.9896912333012161,13
21,0.7392788903709235,0.9988085463897088,12
22,0.7683853620348133,0.9896912333012161,13
23,0.7353264519669628,0.9884825263851968,13
24,0.745998403338045,0.987275148202571,14
25,0.6881516944751186,0.9982847116669118,14
26,0.7752386339197402,0.9983799359487523,13
27,0.7395006589319756,0.9929651797019846,15
28,0.873540824696327,0.9935718322806214,11
29,0.7874393264655203,0.9935718322806214,13
Run # 1
Generation #, Average Fitness, BestFitness, CorrectBits # 
0,0.09983633208455372,0.5230058148753015,9
1,0.3206552937772495,0.8939108739022904,10
2,0.4074600500095432,0.8939108739022904,12
3,0.489893065328254,0.939757159549015,9
4,0.5062758383100938,0.9206181278253072,10
5,0.4321354475166215,0.9209368716739785,10
6,0.5819938060815156,0.9964294712242964,14
7,0.6375058004231603,0.9960017797341075,13
8,0.6467549238229154,0.9960207847358812,14
9,0.5836387400003709,0.9962203569603713,11
10,0.8157881181446964,0.9956122491144882,12
11,0.6600304915816189,0.9829189103833779,14
12,0.7299916327215247,0.9877371907778387,13
13,0.6892861207625111,0.9866813792919786,11
14,0.7158364115599348,0.9860785145848235,13
15,0.6985771998394924,0.958849428466926,12
16,0.6642189356307557,0.979918237721906,13
17,0.6548273423521518,0.9881899925979278,12
18,0.6547230750174134,0.9881899925979278,16
19,0.7523209812774908,0.9918286045736203,13
20,0.7720163635996116,0.9963629305828261,12
21,0.7901204071414536,0.9766270222746427,11
22,0.7891171879217667,0.9932589854019032,11
23,0.7487542835365811,0.993126289269765,14
24,0.7853016621661546,0.9989609811171455,11
25,0.7121290816346938,0.9981323698180812,13
26,0.8044501387442878,0.9938942521205647,13
27,0.7074793368708325,0.9970760741920565,13
28,0.7365336955270028,0.9930125624270362,12
29,0.7209479428647079,0.982768680573026,12
Run # 2
Generation #, Average Fitness, BestFitness, CorrectBits # 
0,0.09023258219160755,0.979440767957783,11
1,0.5693449753930825,0.9795999012757198,13
2,0.6832353331370525,0.9987799672090216,8
3,0.7298724858458676,0.9987799672090216,12
4,0.7139000746814296,0.9728897796573239,13
5,0.7579267351380371,0.9746868927237727,11
6,0.7577525967085773,0.9891622604457009,14
7,0.768989029989105,0.9968383086292547,14
8,0.7030082015222281,0.9966861654500281,12
9,0.7499250006315545,0.9966861654500281,14
10,0.8293936393525967,0.9964865092430388,14
11,0.7597193506105032,0.9964389773566983,10
12,0.6879790856664065,0.9964389773566983,10
13,0.7050838119322939,0.9964960158651776,16
14,0.7285027097000659,0.9966386249926058,15
15,0.7640907554824884,0.9970094946901219,17
16,0.7976085722292549,0.9966386249926058,11
17,0.7431171775352604,0.9969238983527408,11
18,0.736577584419417,0.9969238983527408,12
19,0.7405277547732643,0.9971616822885953,14
20,0.6988594741917614,0.9971616822885953,9
21,0.7351749490546734,0.9971616822885953,12
22,0.6732261268275926,0.9969809618427562,9
23,0.6625300530716919,0.9911661432555483,12
24,0.6871483302365836,0.9960207847358812,10
25,0.6778781402363331,0.9577755816123275,14
26,0.6152078082056229,0.9429001722901402,14
27,0.656653993983031,0.9474598108656942,9
28,0.744297535968604,0.9640042286756412,16
29,0.5710993697744123,0.982796847088269,12
Run # 3
Generation #, Average Fitness, BestFitness, CorrectBits # 
0,0.17640405381216728,0.8557569163088145,11
1,0.516321495315213,0.9261571002530813,10
2,0.5788032145701187,0.9337862938057744,11
3,0.60557857976429,0.8888802899993756,11
4,0.5709294575817266,0.8890346964665616,14
5,0.6291799638409373,0.9151618178924555,12
6,0.5933966284916641,0.9834260885954766,12
7,0.6370924224621981,0.9893889319324,14
8,0.5744448307563769,0.9836045961958159,11
9,0.5871901484169882,0.9834448774960775,13
10,0.6485800695062192,0.9835952003319809,11
11,0.64113535656537,0.9971426576954779,14
12,0.7286199870023403,0.9926525047467533,13
13,0.730389021716897,0.9926904000212466,13
14,0.6937699681166785,0.9926904000212466,11
15,0.7292068194896992,0.9926714522212514,15
16,0.7776745190035801,0.9947291878374225,16
17,0.6726252822901166,0.9926714522212514,14
18,0.7086532991593495,0.9404066633471367,12
19,0.6218493830744508,0.9553565180361043,16
20,0.5769898293077811,0.9556494446989646,12
21,0.6060272459554916,0.9306706406140448,12
22,0.6415297724278443,0.944366523422493,13
23,0.6627379918914962,0.9852595270074224,9
24,0.5808824267598628,0.9949380203761955,15
25,0.6116983318123553,0.9949380203761955,8
26,0.5628769190044163,0.9951753779744033,8
27,0.5924807900047436,0.9758990667655932,14
28,0.6052092387982763,0.9849960750475862,14
29,0.5820886292782151,0.971430079636752,12
Run # 4
Generation #, Average Fitness, BestFitness, CorrectBits # 
0,0.1044568129223541,0.7488882784411449,9
1,0.36087470026599433,0.8778940987941596,11
2,0.4602129349964766,0.8778940987941596,8
3,0.43704683923807575,0.8779110629313338,11
4,0.4835392894269716,0.8772496801521595,13
5,0.5698672523530577,0.8761653057537133,10
6,0.6142646612563696,0.9432982376611652,12
7,0.6226793902489247,0.9968002708750097,12
8,0.644723685651506,0.9491418001524866,14
9,0.6722712121030612,0.9882937859897588,14
10,0.6812773291657437,0.9882937859897588,14
11,0.7371646841940993,0.9694435992673371,15
